기준일자,상품명,당일신규실행건수,당일신규실행금액(억원)
2019-06-03,일반상환학자금_등록금,0,0
2019-06-03,취업후상환학자금_등록금,0,0
2019-06-03,취업후상환학자금_생활비,0,0
2019-06-03,일반상환학자금_생활비,0,0
2019-06-04,취업후상환학자금_생활비,0,0
2019-06-04,취업후상환학자금_등록금,0,0
2019-06-04,일반상환학자금_등록금,0,0
2019-06-04,일반상환학자금_생활비,0,0
2019-06-05,일반상환학자금_생활비,0,0
2019-06-05,일반상환학자금_등록금,0,0
2019-06-05,취업후상환학자금_생활비,0,0
2019-06-05,취업후상환학자금_등록금,0,0
2019-06-06,취업후상환학자금_등록금,0,0
2019-06-06,일반상환학자금_등록금,0,0
2019-06-06,일반상환학자금_생활비,0,0
2019-06-06,취업후상환학자금_생활비,0,0
2019-06-07,취업후상환학자금_생활비,0,0
2019-06-07,일반상환학자금_등록금,0,0
2019-06-07,취업후상환학자금_등록금,0,0
2019-06-07,일반상환학자금_생활비,0,0
2019-06-08,취업후상환학자금_생활비,0,0
2019-06-08,취업후상환학자금_등록금,0,0
2019-06-08,일반상환학자금_등록금,0,0
2019-06-08,일반상환학자금_생활비,0,0
2019-06-09,취업후상환학자금_등록금,0,0
2019-06-09,일반상환학자금_생활비,0,0
2019-06-09,일반상환학자금_등록금,0,0
2019-06-09,취업후상환학자금_생활비,0,0
2019-06-10,일반상환학자금_등록금,0,0
2019-06-10,일반상환학자금_생활비,0,0
2019-06-10,취업후상환학자금_등록금,0,0
2019-06-10,취업후상환학자금_생활비,0,0
2019-06-11,취업후상환학자금_생활비,0,0
2019-06-11,취업후상환학자금_등록금,0,0
2019-06-11,일반상환학자금_등록금,0,0
2019-06-11,일반상환학자금_생활비,0,0
2019-06-12,취업후상환학자금_생활비,0,0
2019-06-12,일반상환학자금_생활비,0,0
2019-06-12,취업후상환학자금_등록금,0,0
2019-06-12,일반상환학자금_등록금,0,0
2019-06-13,취업후상환학자금_등록금,0,0
2019-06-13,취업후상환학자금_생활비,0,0
2019-06-13,일반상환학자금_생활비,0,0
2019-06-13,일반상환학자금_등록금,0,0
2019-06-14,일반상환학자금_등록금,0,0
2019-06-14,일반상환학자금_생활비,0,0
2019-06-14,취업후상환학자금_등록금,0,0
2019-06-14,취업후상환학자금_생활비,0,0
2019-06-15,일반상환학자금_생활비,0,0
2019-06-15,일반상환학자금_등록금,0,0
2019-06-15,취업후상환학자금_등록금,0,0
2019-06-15,취업후상환학자금_생활비,0,0
2019-06-16,취업후상환학자금_등록금,0,0
2019-06-16,일반상환학자금_생활비,0,0
2019-06-16,일반상환학자금_등록금,0,0
2019-06-16,취업후상환학자금_생활비,0,0
2019-06-17,취업후상환학자금_등록금,0,0
2019-06-17,일반상환학자금_생활비,0,0
2019-06-17,일반상환학자금_등록금,0,0
2019-06-17,취업후상환학자금_생활비,0,0
2019-06-18,일반상환학자금_생활비,0,0
2019-06-18,취업후상환학자금_등록금,0,0
2019-06-18,취업후상환학자금_생활비,0,0
2019-06-18,일반상환학자금_등록금,0,0
2019-06-19,취업후상환학자금_등록금,0,0
2019-06-19,일반상환학자금_생활비,0,0
2019-06-19,일반상환학자금_등록금,0,0
2019-06-19,취업후상환학자금_생활비,0,0
2019-06-20,취업후상환학자금_생활비,0,0
2019-06-20,일반상환학자금_등록금,0,0
2019-06-20,일반상환학자금_생활비,0,0
2019-06-20,취업후상환학자금_등록금,0,0
2019-06-21,취업후상환학자금_등록금,0,0
2019-06-21,일반상환학자금_생활비,0,0
2019-06-21,일반상환학자금_등록금,0,0
2019-06-21,취업후상환학자금_생활비,0,0
2019-06-22,취업후상환학자금_생활비,0,0
2019-06-22,취업후상환학자금_등록금,0,0
2019-06-22,일반상환학자금_등록금,0,0
2019-06-22,일반상환학자금_생활비,0,0
2019-06-23,일반상환학자금_등록금,0,0
2019-06-23,일반상환학자금_생활비,0,0
2019-06-23,취업후상환학자금_등록금,0,0
2019-06-23,취업후상환학자금_생활비,0,0
2019-06-24,일반상환학자금_등록금,0,0
2019-06-24,일반상환학자금_생활비,0,0
2019-06-24,취업후상환학자금_등록금,0,0
2019-06-24,취업후상환학자금_생활비,0,0
2019-06-25,취업후상환학자금_등록금,0,0
2019-06-25,일반상환학자금_생활비,0,0
2019-06-25,일반상환학자금_등록금,0,0
2019-06-25,취업후상환학자금_생활비,0,0
2019-06-26,취업후상환학자금_생활비,0,0
2019-06-26,취업후상환학자금_등록금,0,0
2019-06-26,일반상환학자금_등록금,0,0
2019-06-26,일반상환학자금_생활비,0,0
2019-06-27,취업후상환학자금_등록금,0,0
2019-06-27,일반상환학자금_생활비,0,0
2019-06-27,일반상환학자금_등록금,0,0
2019-06-27,취업후상환학자금_생활비,0,0
2019-06-28,취업후상환학자금_생활비,0,0
2019-06-28,일반상환학자금_등록금,0,0
2019-06-28,일반상환학자금_생활비,0,0
2019-06-28,취업후상환학자금_등록금,0,0
2019-06-29,취업후상환학자금_등록금,0,0
2019-06-29,취업후상환학자금_생활비,0,0
2019-06-29,일반상환학자금_생활비,0,0
2019-06-29,일반상환학자금_등록금,0,0
2019-06-30,일반상환학자금_등록금,0,0
2019-06-30,일반상환학자금_생활비,0,0
2019-06-30,취업후상환학자금_등록금,0,0
2019-06-30,취업후상환학자금_생활비,0,0
2019-07-01,취업후상환학자금_생활비,0,0
2019-07-01,취업후상환학자금_등록금,0,0
2019-07-01,일반상환학자금_생활비,0,0
2019-07-01,일반상환학자금_등록금,0,0
2019-07-02,취업후상환학자금_등록금,0,0
2019-07-02,취업후상환학자금_생활비,0,0
2019-07-02,일반상환학자금_생활비,0,0
2019-07-02,일반상환학자금_등록금,0,0
2019-07-03,일반상환학자금_생활비,0,0
2019-07-03,취업후상환학자금_등록금,0,0
2019-07-03,취업후상환학자금_생활비,0,0
2019-07-03,일반상환학자금_등록금,0,0
2019-07-04,일반상환학자금_등록금,0,0
2019-07-04,일반상환학자금_생활비,0,0
2019-07-04,취업후상환학자금_등록금,0,0
2019-07-04,취업후상환학자금_생활비,0,0
2019-07-05,일반상환학자금_등록금,0,0
2019-07-05,일반상환학자금_생활비,0,0
2019-07-05,취업후상환학자금_등록금,0,0
2019-07-05,취업후상환학자금_생활비,0,0
2019-07-06,취업후상환학자금_생활비,0,0
2019-07-06,일반상환학자금_등록금,0,0
2019-07-06,일반상환학자금_생활비,0,0
2019-07-06,취업후상환학자금_등록금,0,0
2019-07-07,취업후상환학자금_생활비,0,0
2019-07-07,취업후상환학자금_등록금,0,0
2019-07-07,일반상환학자금_등록금,0,0
2019-07-07,일반상환학자금_생활비,0,0
2019-07-08,일반상환학자금_등록금,0,0
2019-07-08,취업후상환학자금_생활비,0,0
2019-07-08,일반상환학자금_생활비,0,0
2019-07-08,취업후상환학자금_등록금,0,0
2019-07-09,일반상환학자금_등록금,0,0
2019-07-09,취업후상환학자금_등록금,0,0
2019-07-09,취업후상환학자금_생활비,0,0
2019-07-09,일반상환학자금_생활비,0,0
2019-07-10,일반상환학자금_생활비,0,0
2019-07-10,취업후상환학자금_생활비,0,0
2019-07-10,일반상환학자금_등록금,0,0
2019-07-10,취업후상환학자금_등록금,0,0
2019-07-11,일반상환학자금_등록금,0,0
2019-07-11,취업후상환학자금_등록금,0,0
2019-07-11,취업후상환학자금_생활비,0,0
2019-07-11,일반상환학자금_생활비,0,0
2019-07-12,일반상환학자금_등록금,0,0
2019-07-12,일반상환학자금_생활비,0,0
2019-07-12,취업후상환학자금_등록금,0,0
2019-07-12,취업후상환학자금_생활비,0,0
2019-07-13,일반상환학자금_등록금,961,60
2019-07-13,일반상환학자금_생활비,425,5
2019-07-13,취업후상환학자금_등록금,5,0
2019-07-13,취업후상환학자금_생활비,611,3
2019-07-14,일반상환학자금_등록금,0,0
2019-07-14,일반상환학자금_생활비,0,0
2019-07-14,취업후상환학자금_등록금,0,0
2019-07-14,취업후상환학자금_생활비,0,0
2019-07-15,일반상환학자금_생활비,0,0
2019-07-15,일반상환학자금_등록금,0,0
2019-07-15,취업후상환학자금_생활비,0,0
2019-07-15,취업후상환학자금_등록금,0,0
2019-07-16,일반상환학자금_등록금,631,38
2019-07-16,취업후상환학자금_등록금,4,0
2019-07-16,취업후상환학자금_생활비,969,5
2019-07-16,일반상환학자금_생활비,373,4
2019-07-17,일반상환학자금_생활비,350,3
2019-07-17,일반상환학자금_등록금,314,17
2019-07-17,취업후상환학자금_생활비,1332,6
2019-07-17,취업후상환학자금_등록금,0,0
2019-07-18,취업후상환학자금_생활비,1927,9
2019-07-18,취업후상환학자금_등록금,4,0
2019-07-18,일반상환학자금_등록금,271,14
2019-07-18,일반상환학자금_생활비,467,3
2019-07-19,취업후상환학자금_생활비,1910,9
2019-07-19,취업후상환학자금_등록금,19,0
2019-07-19,일반상환학자금_등록금,174,9
2019-07-19,일반상환학자금_생활비,456,3
2019-07-20,일반상환학자금_등록금,124,6
2019-07-20,취업후상환학자금_생활비,1873,9
2019-07-20,일반상환학자금_생활비,393,2
2019-07-20,취업후상환학자금_등록금,10,0
2019-07-21,일반상환학자금_등록금,0,0
2019-07-21,취업후상환학자금_등록금,0,0
2019-07-21,취업후상환학자금_생활비,0,0
2019-07-21,일반상환학자금_생활비,0,0
2019-07-22,일반상환학자금_등록금,0,0
2019-07-22,일반상환학자금_생활비,0,0
2019-07-22,취업후상환학자금_등록금,0,0
2019-07-22,취업후상환학자금_생활비,0,0
2019-07-23,취업후상환학자금_생활비,2932,14
2019-07-23,취업후상환학자금_등록금,5,0
2019-07-23,일반상환학자금_등록금,117,6
2019-07-23,일반상환학자금_생활비,506,3
2019-07-24,취업후상환학자금_등록금,4,0
2019-07-24,일반상환학자금_생활비,435,3
2019-07-24,일반상환학자금_등록금,160,6
2019-07-24,취업후상환학자금_생활비,2438,12
2019-07-25,일반상환학자금_등록금,194,9
2019-07-25,일반상환학자금_생활비,504,3
2019-07-25,취업후상환학자금_등록금,12,0
2019-07-25,취업후상환학자금_생활비,2656,13
2019-07-26,일반상환학자금_등록금,129,6
2019-07-26,일반상환학자금_생활비,506,3
2019-07-26,취업후상환학자금_등록금,3,0
2019-07-26,취업후상환학자금_생활비,2272,11
2019-07-27,취업후상환학자금_생활비,2774,13
2019-07-27,취업후상환학자금_등록금,4,0
2019-07-27,일반상환학자금_등록금,78,4
2019-07-27,일반상환학자금_생활비,509,3
2019-07-28,취업후상환학자금_등록금,0,0
2019-07-28,일반상환학자금_생활비,0,0
2019-07-28,일반상환학자금_등록금,0,0
2019-07-28,취업후상환학자금_생활비,0,0
2019-07-29,취업후상환학자금_등록금,0,0
2019-07-29,일반상환학자금_생활비,0,0
2019-07-29,일반상환학자금_등록금,0,0
2019-07-29,취업후상환학자금_생활비,0,0
2019-07-30,일반상환학자금_등록금,138,7
2019-07-30,일반상환학자금_생활비,729,4
2019-07-30,취업후상환학자금_등록금,1,0
2019-07-30,취업후상환학자금_생활비,4317,21
2019-07-31,취업후상환학자금_등록금,5,0
2019-07-31,일반상환학자금_생활비,821,4
2019-07-31,일반상환학자금_등록금,109,6
2019-07-31,취업후상환학자금_생활비,4146,20
2019-08-01,취업후상환학자금_생활비,2957,14
2019-08-01,취업후상환학자금_등록금,2,0
2019-08-01,일반상환학자금_생활비,688,4
2019-08-01,일반상환학자금_등록금,174,7
2019-08-02,취업후상환학자금_등록금,2,0
2019-08-02,취업후상환학자금_생활비,2684,13
2019-08-02,일반상환학자금_생활비,652,4
2019-08-02,일반상환학자금_등록금,212,9
2019-08-03,취업후상환학자금_등록금,8,0
2019-08-03,일반상환학자금_등록금,128,5
2019-08-03,일반상환학자금_생활비,595,3
2019-08-03,취업후상환학자금_생활비,2779,13
2019-08-04,취업후상환학자금_생활비,0,0
2019-08-04,일반상환학자금_등록금,0,0
2019-08-04,취업후상환학자금_등록금,0,0
2019-08-04,일반상환학자금_생활비,0,0
2019-08-05,취업후상환학자금_생활비,0,0
2019-08-05,취업후상환학자금_등록금,0,0
2019-08-05,일반상환학자금_생활비,0,0
2019-08-05,일반상환학자금_등록금,0,0
2019-08-06,일반상환학자금_생활비,1101,7
2019-08-06,일반상환학자금_등록금,202,7
2019-08-06,취업후상환학자금_등록금,76,1
2019-08-06,취업후상환학자금_생활비,4462,22
2019-08-07,일반상환학자금_등록금,259,7
2019-08-07,일반상환학자금_생활비,869,6
2019-08-07,취업후상환학자금_등록금,48,1
2019-08-07,취업후상환학자금_생활비,3105,15
2019-08-08,일반상환학자금_등록금,267,8
2019-08-08,일반상환학자금_생활비,765,5
2019-08-08,취업후상환학자금_등록금,59,1
2019-08-08,취업후상환학자금_생활비,2872,14
2019-08-09,일반상환학자금_등록금,178,6
2019-08-09,일반상환학자금_생활비,798,5
2019-08-09,취업후상환학자금_등록금,70,1
2019-08-09,취업후상환학자금_생활비,3358,17
2019-08-10,취업후상환학자금_등록금,104,2
2019-08-10,일반상환학자금_생활비,817,5
2019-08-10,일반상환학자금_등록금,141,4
2019-08-10,취업후상환학자금_생활비,2917,15
2019-08-11,취업후상환학자금_생활비,0,0
2019-08-11,취업후상환학자금_등록금,0,0
2019-08-11,일반상환학자금_생활비,0,0
2019-08-11,일반상환학자금_등록금,0,0
2019-08-12,일반상환학자금_등록금,0,0
2019-08-12,일반상환학자금_생활비,0,0
2019-08-12,취업후상환학자금_등록금,0,0
2019-08-12,취업후상환학자금_생활비,0,0
2019-08-13,취업후상환학자금_등록금,806,13
2019-08-13,일반상환학자금_생활비,1524,11
2019-08-13,일반상환학자금_등록금,511,15
2019-08-13,취업후상환학자금_생활비,4174,25
2019-08-14,일반상환학자금_등록금,485,13
2019-08-14,일반상환학자금_생활비,1240,9
2019-08-14,취업후상환학자금_등록금,584,10
2019-08-14,취업후상환학자금_생활비,3228,19
2019-08-15,취업후상환학자금_생활비,2881,17
2019-08-15,취업후상환학자금_등록금,617,12
2019-08-15,일반상환학자금_생활비,1315,9
2019-08-15,일반상환학자금_등록금,492,13
2019-08-16,취업후상환학자금_등록금,0,0
2019-08-16,일반상환학자금_생활비,0,0
2019-08-16,일반상환학자금_등록금,0,0
2019-08-16,취업후상환학자금_생활비,0,0
2019-08-17,일반상환학자금_생활비,1804,13
2019-08-17,취업후상환학자금_생활비,4668,31
2019-08-17,취업후상환학자금_등록금,1544,29
2019-08-17,일반상환학자금_등록금,746,21
2019-08-18,취업후상환학자금_생활비,0,0
2019-08-18,일반상환학자금_등록금,0,0
2019-08-18,취업후상환학자금_등록금,0,0
2019-08-18,일반상환학자금_생활비,0,0
2019-08-19,취업후상환학자금_등록금,0,0
2019-08-19,일반상환학자금_생활비,0,0
2019-08-19,일반상환학자금_등록금,0,0
2019-08-19,취업후상환학자금_생활비,0,0
2019-08-20,취업후상환학자금_등록금,11526,223
2019-08-20,일반상환학자금_생활비,4091,43
2019-08-20,일반상환학자금_등록금,5313,170
2019-08-20,취업후상환학자금_생활비,11546,109
2019-08-21,취업후상환학자금_생활비,9289,88
2019-08-21,취업후상환학자금_등록금,8977,178
2019-08-21,일반상환학자금_생활비,3879,42
2019-08-21,일반상환학자금_등록금,5512,174
2019-08-22,일반상환학자금_등록금,5651,184
2019-08-22,일반상환학자금_생활비,3729,40
2019-08-22,취업후상환학자금_생활비,8242,78
2019-08-22,취업후상환학자금_등록금,7955,163
2019-08-23,취업후상환학자금_등록금,9138,193
2019-08-23,일반상환학자금_생활비,4524,52
2019-08-23,일반상환학자금_등록금,7745,268
2019-08-23,취업후상환학자금_생활비,8785,85
2019-08-24,취업후상환학자금_등록금,9158,191
2019-08-24,취업후상환학자금_생활비,10318,99
2019-08-24,일반상환학자금_생활비,5417,62
2019-08-24,일반상환학자금_등록금,8855,325
2019-08-25,취업후상환학자금_생활비,0,0
2019-08-25,취업후상환학자금_등록금,0,0
2019-08-25,일반상환학자금_생활비,0,0
2019-08-25,일반상환학자금_등록금,0,0
2019-08-26,취업후상환학자금_생활비,0,0
2019-08-26,취업후상환학자금_등록금,0,0
2019-08-26,일반상환학자금_생활비,0,0
2019-08-26,일반상환학자금_등록금,0,0
2019-08-27,취업후상환학자금_생활비,17822,177
2019-08-27,취업후상환학자금_등록금,15874,328
2019-08-27,일반상환학자금_등록금,12117,447
2019-08-27,일반상환학자금_생활비,7438,87
2019-08-28,취업후상환학자금_등록금,9016,194
2019-08-28,일반상환학자금_생활비,4877,56
2019-08-28,일반상환학자금_등록금,8587,319
2019-08-28,취업후상환학자금_생활비,11287,111
2019-08-29,취업후상환학자금_생활비,7809,74
2019-08-29,일반상환학자금_등록금,6163,234
2019-08-29,일반상환학자금_생활비,3608,40
2019-08-29,취업후상환학자금_등록금,5894,129
2019-08-30,일반상환학자금_등록금,4274,163
2019-08-30,일반상환학자금_생활비,2672,29
2019-08-30,취업후상환학자금_등록금,3868,85
2019-08-30,취업후상환학자금_생활비,6215,56
2019-08-31,일반상환학자금_등록금,3463,131
2019-08-31,일반상환학자금_생활비,2654,28
2019-08-31,취업후상환학자금_등록금,3387,77
2019-08-31,취업후상환학자금_생활비,6625,58
2019-09-01,일반상환학자금_등록금,0,0
2019-09-01,일반상환학자금_생활비,0,0
2019-09-01,취업후상환학자금_등록금,0,0
2019-09-01,취업후상환학자금_생활비,0,0
2019-09-02,일반상환학자금_등록금,0,0
2019-09-02,일반상환학자금_생활비,0,0
2019-09-02,취업후상환학자금_등록금,0,0
2019-09-02,취업후상환학자금_생활비,0,0
2019-09-03,일반상환학자금_등록금,1235,47
2019-09-03,일반상환학자금_생활비,2399,23
2019-09-03,취업후상환학자금_등록금,1355,30
2019-09-03,취업후상환학자금_생활비,7006,60
2019-09-04,일반상환학자금_생활비,1846,18
2019-09-04,취업후상환학자금_생활비,4884,42
2019-09-04,취업후상환학자금_등록금,1205,29
2019-09-04,일반상환학자금_등록금,1154,40
2019-09-05,일반상환학자금_등록금,1475,51
2019-09-05,취업후상환학자금_생활비,4159,36
2019-09-05,일반상환학자금_생활비,1662,17
2019-09-05,취업후상환학자금_등록금,1264,29
2019-09-06,취업후상환학자금_생활비,3584,30
2019-09-06,일반상환학자금_등록금,1531,55
2019-09-06,일반상환학자금_생활비,1524,15
2019-09-06,취업후상환학자금_등록금,1186,27
2019-09-07,취업후상환학자금_생활비,3756,30
2019-09-07,취업후상환학자금_등록금,982,22
2019-09-07,일반상환학자금_등록금,1251,45
2019-09-07,일반상환학자금_생활비,1495,14
2019-09-08,일반상환학자금_등록금,0,0
2019-09-08,일반상환학자금_생활비,0,0
2019-09-08,취업후상환학자금_등록금,0,0
2019-09-08,취업후상환학자금_생활비,0,0
2019-09-09,일반상환학자금_등록금,0,0
2019-09-09,일반상환학자금_생활비,0,0
2019-09-09,취업후상환학자금_등록금,0,0
2019-09-09,취업후상환학자금_생활비,0,0
2019-09-10,일반상환학자금_등록금,783,28
2019-09-10,일반상환학자금_생활비,1477,14
2019-09-10,취업후상환학자금_등록금,750,16
2019-09-10,취업후상환학자금_생활비,3558,28
2019-09-11,취업후상환학자금_등록금,1276,29
2019-09-11,취업후상환학자금_생활비,3164,27
2019-09-11,일반상환학자금_생활비,1527,15
2019-09-11,일반상환학자금_등록금,1552,55
2019-09-12,일반상환학자금_등록금,1069,40
2019-09-12,일반상환학자금_생활비,1329,13
2019-09-12,취업후상환학자금_등록금,898,22
2019-09-12,취업후상환학자금_생활비,2968,24
2019-09-13,취업후상환학자금_생활비,0,0
2019-09-13,취업후상환학자금_등록금,0,0
2019-09-13,일반상환학자금_생활비,0,0
2019-09-13,일반상환학자금_등록금,0,0
2019-09-14,일반상환학자금_등록금,0,0
2019-09-14,일반상환학자금_생활비,0,0
2019-09-14,취업후상환학자금_등록금,0,0
2019-09-14,취업후상환학자금_생활비,0,0
2019-09-15,일반상환학자금_등록금,0,0
2019-09-15,일반상환학자금_생활비,0,0
2019-09-15,취업후상환학자금_등록금,0,0
2019-09-15,취업후상환학자금_생활비,0,0
2019-09-16,취업후상환학자금_생활비,0,0
2019-09-16,취업후상환학자금_등록금,0,0
2019-09-16,일반상환학자금_등록금,0,0
2019-09-16,일반상환학자금_생활비,0,0
2019-09-17,취업후상환학자금_등록금,1257,29
2019-09-17,일반상환학자금_생활비,1473,15
2019-09-17,일반상환학자금_등록금,1334,47
2019-09-17,취업후상환학자금_생활비,3515,30
2019-09-18,일반상환학자금_등록금,1109,39
2019-09-18,취업후상환학자금_생활비,2654,23
2019-09-18,취업후상환학자금_등록금,1021,23
2019-09-18,일반상환학자금_생활비,1244,12
2019-09-19,일반상환학자금_생활비,1056,10
2019-09-19,취업후상환학자금_등록금,823,19
2019-09-19,취업후상환학자금_생활비,2309,19
2019-09-19,일반상환학자금_등록금,852,27
2019-09-20,일반상환학자금_등록금,749,26
2019-09-20,일반상환학자금_생활비,916,9
2019-09-20,취업후상환학자금_등록금,810,19
2019-09-20,취업후상환학자금_생활비,2236,18
2019-09-21,취업후상환학자금_생활비,2818,22
2019-09-21,취업후상환학자금_등록금,692,17
2019-09-21,일반상환학자금_등록금,634,22
2019-09-21,일반상환학자금_생활비,1101,10
2019-09-22,취업후상환학자금_생활비,0,0
2019-09-22,취업후상환학자금_등록금,0,0
2019-09-22,일반상환학자금_생활비,0,0
2019-09-22,일반상환학자금_등록금,0,0
2019-09-23,취업후상환학자금_생활비,0,0
2019-09-23,취업후상환학자금_등록금,0,0
2019-09-23,일반상환학자금_생활비,0,0
2019-09-23,일반상환학자금_등록금,0,0
2019-09-24,일반상환학자금_등록금,312,11
2019-09-24,취업후상환학자금_생활비,2892,21
2019-09-24,일반상환학자금_생활비,962,8
2019-09-24,취업후상환학자금_등록금,488,11
2019-09-25,일반상환학자금_등록금,479,14
2019-09-25,일반상환학자금_생활비,920,8
2019-09-25,취업후상환학자금_등록금,631,15
2019-09-25,취업후상환학자금_생활비,2382,18
2019-09-26,취업후상환학자금_등록금,591,15
2019-09-26,일반상환학자금_생활비,863,8
2019-09-26,일반상환학자금_등록금,450,14
2019-09-26,취업후상환학자금_생활비,2236,18
2019-09-27,일반상환학자금_등록금,422,13
2019-09-27,일반상환학자금_생활비,813,8
2019-09-27,취업후상환학자금_생활비,2123,16
2019-09-27,취업후상환학자금_등록금,553,13
2019-09-28,취업후상환학자금_생활비,2562,18
2019-09-28,취업후상환학자금_등록금,525,13
2019-09-28,일반상환학자금_생활비,895,8
2019-09-28,일반상환학자금_등록금,426,14
2019-09-29,취업후상환학자금_생활비,0,0
2019-09-29,취업후상환학자금_등록금,0,0
2019-09-29,일반상환학자금_생활비,0,0
2019-09-29,일반상환학자금_등록금,0,0
2019-09-30,일반상환학자금_등록금,0,0
2019-09-30,취업후상환학자금_생활비,0,0
2019-09-30,취업후상환학자금_등록금,0,0
2019-09-30,일반상환학자금_생활비,0,0
2019-10-01,일반상환학자금_등록금,173,6
2019-10-01,일반상환학자금_생활비,841,7
2019-10-01,취업후상환학자금_등록금,288,7
2019-10-01,취업후상환학자금_생활비,2654,19
2019-10-02,일반상환학자금_등록금,94,3
2019-10-02,일반상환학자금_생활비,840,7
2019-10-02,취업후상환학자금_등록금,235,6
2019-10-02,취업후상환학자금_생활비,2177,17
2019-10-03,취업후상환학자금_등록금,161,5
2019-10-03,취업후상환학자금_생활비,1896,14
2019-10-03,일반상환학자금_생활비,598,5
2019-10-03,일반상환학자금_등록금,65,2
2019-10-04,취업후상환학자금_생활비,0,0
2019-10-04,취업후상환학자금_등록금,0,0
2019-10-04,일반상환학자금_생활비,0,0
2019-10-04,일반상환학자금_등록금,0,0
2019-10-05,취업후상환학자금_생활비,2796,19
2019-10-05,취업후상환학자금_등록금,205,6
2019-10-05,일반상환학자금_생활비,872,7
2019-10-05,일반상환학자금_등록금,81,2
2019-10-06,취업후상환학자금_등록금,0,0
2019-10-06,취업후상환학자금_생활비,0,0
2019-10-06,일반상환학자금_생활비,0,0
2019-10-06,일반상환학자금_등록금,0,0
2019-10-07,일반상환학자금_등록금,0,0
2019-10-07,일반상환학자금_생활비,0,0
2019-10-07,취업후상환학자금_등록금,0,0
2019-10-07,취업후상환학자금_생활비,0,0
2019-10-08,취업후상환학자금_생활비,2432,18
2019-10-08,취업후상환학자금_등록금,155,4
2019-10-08,일반상환학자금_등록금,57,2
2019-10-08,일반상환학자금_생활비,799,7
2019-10-09,일반상환학자금_생활비,691,6
2019-10-09,취업후상환학자금_등록금,124,3
2019-10-09,취업후상환학자금_생활비,2015,15
2019-10-09,일반상환학자금_등록금,84,3
2019-10-10,취업후상환학자금_생활비,0,0
2019-10-10,취업후상환학자금_등록금,0,0
2019-10-10,일반상환학자금_등록금,0,0
2019-10-10,일반상환학자금_생활비,0,0
2019-10-11,일반상환학자금_등록금,79,2
2019-10-11,취업후상환학자금_등록금,96,3
2019-10-11,일반상환학자금_생활비,729,6
2019-10-11,취업후상환학자금_생활비,2089,15
2019-10-12,일반상환학자금_등록금,90,3
2019-10-12,일반상환학자금_생활비,683,6
2019-10-12,취업후상환학자금_등록금,114,3
2019-10-12,취업후상환학자금_생활비,2239,16
2019-10-13,취업후상환학자금_등록금,0,0
2019-10-13,일반상환학자금_생활비,0,0
2019-10-13,일반상환학자금_등록금,0,0
2019-10-13,취업후상환학자금_생활비,0,0
2019-10-14,일반상환학자금_등록금,0,0
2019-10-14,일반상환학자금_생활비,0,0
2019-10-14,취업후상환학자금_생활비,0,0
2019-10-14,취업후상환학자금_등록금,0,0
2019-10-15,취업후상환학자금_등록금,108,3
2019-10-15,일반상환학자금_등록금,84,2
2019-10-15,일반상환학자금_생활비,715,6
2019-10-15,취업후상환학자금_생활비,2021,15
2019-10-16,일반상환학자금_등록금,90,2
2019-10-16,일반상환학자금_생활비,621,5
2019-10-16,취업후상환학자금_생활비,1544,12
2019-10-16,취업후상환학자금_등록금,119,3
2019-10-17,일반상환학자금_생활비,498,4
2019-10-17,취업후상환학자금_생활비,1404,10
2019-10-17,취업후상환학자금_등록금,102,2
2019-10-17,일반상환학자금_등록금,81,2
2019-10-18,일반상환학자금_등록금,106,2
2019-10-18,취업후상환학자금_생활비,1405,10
2019-10-18,취업후상환학자금_등록금,116,3
2019-10-18,일반상환학자금_생활비,494,4
2019-10-19,취업후상환학자금_생활비,2176,18
2019-10-19,취업후상환학자금_등록금,186,5
2019-10-19,일반상환학자금_생활비,853,8
2019-10-19,일반상환학자금_등록금,102,3
2019-10-20,일반상환학자금_등록금,0,0
2019-10-20,일반상환학자금_생활비,0,0
2019-10-20,취업후상환학자금_생활비,0,0
2019-10-20,취업후상환학자금_등록금,0,0
2019-10-21,일반상환학자금_등록금,0,0
2019-10-21,취업후상환학자금_등록금,0,0
2019-10-21,일반상환학자금_생활비,0,0
2019-10-21,취업후상환학자금_생활비,0,0
2019-10-22,일반상환학자금_등록금,3,0
2019-10-22,일반상환학자금_생활비,1148,12
2019-10-22,취업후상환학자금_등록금,47,1
2019-10-22,취업후상환학자금_생활비,1864,14
2019-10-23,취업후상환학자금_생활비,1451,11
2019-10-23,취업후상환학자금_등록금,74,2
2019-10-23,일반상환학자금_등록금,8,0
2019-10-23,일반상환학자금_생활비,710,7
2019-10-24,취업후상환학자금_등록금,53,2
2019-10-24,취업후상환학자금_생활비,1410,10
2019-10-24,일반상환학자금_생활비,566,5
2019-10-24,일반상환학자금_등록금,13,0
2019-10-25,취업후상환학자금_생활비,1338,9
2019-10-25,일반상환학자금_등록금,14,0
2019-10-25,일반상환학자금_생활비,487,4
2019-10-25,취업후상환학자금_등록금,60,2
2019-10-26,취업후상환학자금_생활비,1757,12
2019-10-26,일반상환학자금_등록금,13,0
2019-10-26,취업후상환학자금_등록금,56,1
2019-10-26,일반상환학자금_생활비,646,5
2019-10-27,취업후상환학자금_생활비,0,0
2019-10-27,취업후상환학자금_등록금,0,0
2019-10-27,일반상환학자금_등록금,0,0
2019-10-27,일반상환학자금_생활비,0,0
