기준일자,상품명,당일신규실행건수,당일신규실행금액(억원)
2019-10-28,취업후상환학자금_등록금,0,0
2019-10-28,일반상환학자금_생활비,0,0
2019-10-28,일반상환학자금_등록금,0,0
2019-10-28,취업후상환학자금_생활비,0,0
2019-10-29,취업후상환학자금_생활비,1785,13
2019-10-29,일반상환학자금_등록금,1,0
2019-10-29,일반상환학자금_생활비,634,5
2019-10-29,취업후상환학자금_등록금,45,1
2019-10-30,취업후상환학자금_등록금,43,1
2019-10-30,일반상환학자금_생활비,586,5
2019-10-30,일반상환학자금_등록금,5,0
2019-10-30,취업후상환학자금_생활비,1492,11
2019-10-31,취업후상환학자금_등록금,44,1
2019-10-31,일반상환학자금_생활비,497,4
2019-10-31,일반상환학자금_등록금,2,0
2019-10-31,취업후상환학자금_생활비,1394,10
2019-11-01,취업후상환학자금_생활비,1366,10
2019-11-01,취업후상환학자금_등록금,36,1
2019-11-01,일반상환학자금_생활비,480,4
2019-11-01,일반상환학자금_등록금,1,0
2019-11-02,일반상환학자금_생활비,587,5
2019-11-02,일반상환학자금_등록금,4,0
2019-11-02,취업후상환학자금_등록금,37,1
2019-11-02,취업후상환학자금_생활비,1639,12
2019-11-03,취업후상환학자금_생활비,0,0
2019-11-03,취업후상환학자금_등록금,0,0
2019-11-03,일반상환학자금_생활비,0,0
2019-11-03,일반상환학자금_등록금,0,0
2019-11-04,일반상환학자금_생활비,0,0
2019-11-04,일반상환학자금_등록금,0,0
2019-11-04,취업후상환학자금_등록금,0,0
2019-11-04,취업후상환학자금_생활비,0,0
2019-11-05,취업후상환학자금_생활비,1684,13
2019-11-05,취업후상환학자금_등록금,37,1
2019-11-05,일반상환학자금_생활비,561,5
2019-11-05,일반상환학자금_등록금,8,0
2019-11-06,취업후상환학자금_생활비,1432,11
2019-11-06,취업후상환학자금_등록금,34,1
2019-11-06,일반상환학자금_생활비,541,5
2019-11-06,일반상환학자금_등록금,15,0
2019-11-07,취업후상환학자금_등록금,34,1
2019-11-07,취업후상환학자금_생활비,1366,11
2019-11-07,일반상환학자금_생활비,497,5
2019-11-07,일반상환학자금_등록금,8,0
2019-11-08,일반상환학자금_등록금,5,0
2019-11-08,일반상환학자금_생활비,472,4
2019-11-08,취업후상환학자금_등록금,36,1
2019-11-08,취업후상환학자금_생활비,1283,10
2019-11-09,취업후상환학자금_생활비,1570,12
2019-11-09,취업후상환학자금_등록금,35,1
2019-11-09,일반상환학자금_생활비,552,5
2019-11-09,일반상환학자금_등록금,12,0
2019-11-11,일반상환학자금_등록금,0,0
2019-11-11,일반상환학자금_생활비,0,0
2019-11-11,취업후상환학자금_등록금,0,0
2019-11-11,취업후상환학자금_생활비,0,0
2019-11-12,일반상환학자금_등록금,15,0
2019-11-12,일반상환학자금_생활비,677,6
2019-11-12,취업후상환학자금_등록금,32,1
2019-11-12,취업후상환학자금_생활비,1863,15
2019-11-13,일반상환학자금_등록금,9,0
2019-11-13,일반상환학자금_생활비,715,7
2019-11-13,취업후상환학자금_등록금,36,1
2019-11-13,취업후상환학자금_생활비,1657,14
2019-11-14,일반상환학자금_등록금,28,0
2019-11-14,일반상환학자금_생활비,738,7
2019-11-14,취업후상환학자금_생활비,1811,16
2019-11-14,취업후상환학자금_등록금,49,1
2019-11-15,취업후상환학자금_등록금,57,1
2019-11-15,일반상환학자금_등록금,30,0
2019-11-15,일반상환학자금_생활비,916,9
2019-11-15,취업후상환학자금_생활비,2235,20
2019-11-16,취업후상환학자금_등록금,80,2
2019-11-16,일반상환학자금_생활비,636,6
2019-11-16,일반상환학자금_등록금,25,0
2019-11-16,취업후상환학자금_생활비,1630,13
2019-11-17,취업후상환학자금_생활비,0,0
2019-11-17,취업후상환학자금_등록금,0,0
2019-11-17,일반상환학자금_등록금,0,0
2019-11-17,일반상환학자금_생활비,0,0
2019-11-18,일반상환학자금_등록금,0,0
2019-11-18,일반상환학자금_생활비,0,0
2019-11-18,취업후상환학자금_등록금,0,0
2019-11-18,취업후상환학자금_생활비,0,0
2019-11-19,취업후상환학자금_등록금,0,0
2019-11-19,일반상환학자금_생활비,0,0
2019-11-19,일반상환학자금_등록금,0,0
2019-11-19,취업후상환학자금_생활비,0,0
2019-11-20,취업후상환학자금_등록금,0,0
2019-11-20,일반상환학자금_생활비,0,0
2019-11-20,일반상환학자금_등록금,0,0
2019-11-20,취업후상환학자금_생활비,0,0
2019-11-21,일반상환학자금_등록금,0,0
2019-11-21,일반상환학자금_생활비,0,0
2019-11-21,취업후상환학자금_등록금,0,0
2019-11-21,취업후상환학자금_생활비,0,0
2019-11-22,취업후상환학자금_생활비,0,0
2019-11-22,일반상환학자금_등록금,0,0
2019-11-22,취업후상환학자금_등록금,0,0
2019-11-22,일반상환학자금_생활비,0,0
2019-11-23,일반상환학자금_등록금,0,0
2019-11-23,일반상환학자금_생활비,0,0
2019-11-23,취업후상환학자금_등록금,0,0
2019-11-23,취업후상환학자금_생활비,0,0
2019-11-24,취업후상환학자금_생활비,0,0
2019-11-24,취업후상환학자금_등록금,0,0
2019-11-24,일반상환학자금_등록금,0,0
2019-11-24,일반상환학자금_생활비,0,0
2019-11-25,취업후상환학자금_등록금,0,0
2019-11-25,일반상환학자금_생활비,0,0
2019-11-25,일반상환학자금_등록금,0,0
2019-11-25,취업후상환학자금_생활비,0,0
2019-11-26,취업후상환학자금_생활비,0,0
2019-11-26,취업후상환학자금_등록금,0,0
2019-11-26,일반상환학자금_생활비,0,0
2019-11-26,일반상환학자금_등록금,0,0
2019-11-27,일반상환학자금_등록금,0,0
2019-11-27,일반상환학자금_생활비,0,0
2019-11-27,취업후상환학자금_등록금,0,0
2019-11-27,취업후상환학자금_생활비,0,0
2019-11-28,취업후상환학자금_생활비,0,0
2019-11-28,일반상환학자금_등록금,0,0
2019-11-28,일반상환학자금_생활비,0,0
2019-11-28,취업후상환학자금_등록금,0,0
2019-11-29,취업후상환학자금_등록금,0,0
2019-11-29,일반상환학자금_생활비,0,0
2019-11-29,일반상환학자금_등록금,0,0
2019-11-29,취업후상환학자금_생활비,0,0
2019-11-30,취업후상환학자금_생활비,0,0
2019-11-30,취업후상환학자금_등록금,0,0
2019-11-30,일반상환학자금_등록금,0,0
2019-11-30,일반상환학자금_생활비,0,0
2019-12-01,취업후상환학자금_등록금,0,0
2019-12-01,일반상환학자금_등록금,0,0
2019-12-01,일반상환학자금_생활비,0,0
2019-12-01,취업후상환학자금_생활비,0,0
2019-12-02,일반상환학자금_등록금,0,0
2019-12-02,취업후상환학자금_생활비,0,0
2019-12-02,일반상환학자금_생활비,0,0
2019-12-02,취업후상환학자금_등록금,0,0
2019-12-03,취업후상환학자금_생활비,0,0
2019-12-03,취업후상환학자금_등록금,0,0
2019-12-03,일반상환학자금_생활비,0,0
2019-12-03,일반상환학자금_등록금,0,0
2019-12-04,일반상환학자금_생활비,0,0
2019-12-04,취업후상환학자금_생활비,0,0
2019-12-04,취업후상환학자금_등록금,0,0
2019-12-04,일반상환학자금_등록금,0,0
2019-12-05,일반상환학자금_등록금,0,0
2019-12-05,취업후상환학자금_생활비,0,0
2019-12-05,일반상환학자금_생활비,0,0
2019-12-05,취업후상환학자금_등록금,0,0
2019-12-06,일반상환학자금_생활비,0,0
2019-12-06,일반상환학자금_등록금,0,0
2019-12-06,취업후상환학자금_등록금,0,0
2019-12-06,취업후상환학자금_생활비,0,0
2019-12-07,취업후상환학자금_등록금,0,0
2019-12-07,일반상환학자금_등록금,0,0
2019-12-07,일반상환학자금_생활비,0,0
2019-12-07,취업후상환학자금_생활비,0,0
2019-12-08,취업후상환학자금_생활비,0,0
2019-12-08,취업후상환학자금_등록금,0,0
2019-12-08,일반상환학자금_생활비,0,0
2019-12-08,일반상환학자금_등록금,0,0
2019-12-09,취업후상환학자금_생활비,0,0
2019-12-09,일반상환학자금_등록금,0,0
2019-12-09,취업후상환학자금_등록금,0,0
2019-12-09,일반상환학자금_생활비,0,0
2019-12-10,취업후상환학자금_생활비,0,0
2019-12-10,취업후상환학자금_등록금,0,0
2019-12-10,일반상환학자금_생활비,0,0
2019-12-10,일반상환학자금_등록금,0,0
2019-12-11,일반상환학자금_등록금,0,0
2019-12-11,일반상환학자금_생활비,0,0
2019-12-11,취업후상환학자금_등록금,0,0
2019-12-11,취업후상환학자금_생활비,0,0
2019-12-12,취업후상환학자금_생활비,0,0
2019-12-12,취업후상환학자금_등록금,0,0
2019-12-12,일반상환학자금_등록금,0,0
2019-12-12,일반상환학자금_생활비,0,0
2019-12-13,일반상환학자금_등록금,0,0
2019-12-13,일반상환학자금_생활비,0,0
2019-12-13,취업후상환학자금_등록금,0,0
2019-12-13,취업후상환학자금_생활비,0,0
2019-12-14,일반상환학자금_등록금,0,0
2019-12-14,일반상환학자금_생활비,0,0
2019-12-14,취업후상환학자금_등록금,0,0
2019-12-14,취업후상환학자금_생활비,0,0
2019-12-15,일반상환학자금_생활비,0,0
2019-12-15,취업후상환학자금_생활비,0,0
2019-12-15,취업후상환학자금_등록금,0,0
2019-12-15,일반상환학자금_등록금,0,0
2019-12-16,일반상환학자금_등록금,0,0
2019-12-16,취업후상환학자금_생활비,0,0
2019-12-16,취업후상환학자금_등록금,0,0
2019-12-16,일반상환학자금_생활비,0,0
2019-12-17,취업후상환학자금_등록금,0,0
2019-12-17,취업후상환학자금_생활비,0,0
2019-12-17,일반상환학자금_생활비,0,0
2019-12-17,일반상환학자금_등록금,0,0
2019-12-18,취업후상환학자금_생활비,0,0
2019-12-18,취업후상환학자금_등록금,0,0
2019-12-18,일반상환학자금_생활비,0,0
2019-12-18,일반상환학자금_등록금,0,0
2019-12-19,일반상환학자금_등록금,0,0
2019-12-19,일반상환학자금_생활비,0,0
2019-12-19,취업후상환학자금_등록금,0,0
2019-12-19,취업후상환학자금_생활비,0,0
2019-12-20,일반상환학자금_생활비,0,0
2019-12-20,취업후상환학자금_생활비,0,0
2019-12-20,취업후상환학자금_등록금,0,0
2019-12-20,일반상환학자금_등록금,0,0
2019-12-21,취업후상환학자금_생활비,0,0
2019-12-21,취업후상환학자금_등록금,0,0
2019-12-21,일반상환학자금_생활비,0,0
2019-12-21,일반상환학자금_등록금,0,0
2019-12-22,일반상환학자금_등록금,0,0
2019-12-22,일반상환학자금_생활비,0,0
2019-12-22,취업후상환학자금_생활비,0,0
2019-12-22,취업후상환학자금_등록금,0,0
2019-12-23,일반상환학자금_등록금,0,0
2019-12-23,취업후상환학자금_등록금,0,0
2019-12-23,일반상환학자금_생활비,0,0
2019-12-23,취업후상환학자금_생활비,0,0
2019-12-24,일반상환학자금_등록금,0,0
2019-12-24,일반상환학자금_생활비,0,0
2019-12-24,취업후상환학자금_등록금,0,0
2019-12-24,취업후상환학자금_생활비,0,0
2019-12-25,취업후상환학자금_생활비,0,0
2019-12-25,취업후상환학자금_등록금,0,0
2019-12-25,일반상환학자금_등록금,0,0
2019-12-25,일반상환학자금_생활비,0,0
2019-12-26,일반상환학자금_등록금,0,0
2019-12-26,일반상환학자금_생활비,0,0
2019-12-26,취업후상환학자금_등록금,0,0
2019-12-26,취업후상환학자금_생활비,0,0
2019-12-27,일반상환학자금_등록금,0,0
2019-12-27,일반상환학자금_생활비,0,0
2019-12-27,취업후상환학자금_생활비,0,0
2019-12-27,취업후상환학자금_등록금,0,0
2019-12-28,일반상환학자금_등록금,0,0
2019-12-28,취업후상환학자금_등록금,0,0
2019-12-28,일반상환학자금_생활비,0,0
2019-12-28,취업후상환학자금_생활비,0,0
2019-12-29,일반상환학자금_등록금,0,0
2019-12-29,일반상환학자금_생활비,0,0
2019-12-29,취업후상환학자금_등록금,0,0
2019-12-29,취업후상환학자금_생활비,0,0
2019-12-30,일반상환학자금_등록금,0,0
2019-12-30,일반상환학자금_생활비,0,0
2019-12-30,취업후상환학자금_등록금,0,0
2019-12-30,취업후상환학자금_생활비,0,0
2019-12-31,일반상환학자금_등록금,0,0
2019-12-31,일반상환학자금_생활비,0,0
2019-12-31,취업후상환학자금_등록금,0,0
2019-12-31,취업후상환학자금_생활비,0,0
