"구분별","상태별","시점","인원[명]",
"20-29세","신규","2020. 09. 26","7",
"20-29세","신규","2020. 09. 27","14",
"20-29세","신규","2020. 09. 28","5",
"20-29세","신규","2020. 09. 29","8",
"20-29세","신규","2020. 09. 30","8",
"20-29세","신규","2020. 10. 01","7",
"20-29세","신규","2020. 10. 02","6",
"20-29세","신규","2020. 10. 03","6",
"20-29세","신규","2020. 10. 04","4",
"20-29세","신규","2020. 10. 05","17",
"20-29세","신규","2020. 10. 06","26",
"20-29세","신규","2020. 10. 07","8",
"20-29세","신규","2020. 10. 08","6",
"20-29세","신규","2020. 10. 10","",
"20-29세","신규","2020. 10. 11","11",
"20-29세","신규","2020. 10. 12","19",
"20-29세","신규","2020. 10. 13","21",
"20-29세","신규","2020. 10. 14","30",
"20-29세","신규","2020. 10. 15","13",
"20-29세","신규","2020. 10. 16","7",
"20-29세","신규","2020. 10. 17","5",
"20-29세","신규","2020. 10. 18","12",
"20-29세","신규","2020. 10. 19","13",
"20-29세","신규","2020. 10. 20","11",
"20-29세","신규","2020. 10. 21","12",
"20-29세","신규","2020. 10. 22","18",
"20-29세","신규","2020. 10. 23","10",
"20-29세","신규","2020. 10. 24","12",
"20-29세","신규","2020. 10. 25","10",
"20-29세","신규","2020. 10. 26","21",
"20-29세","신규","2020. 10. 27","12",
"20-29세","신규","2020. 10. 28","20",
"20-29세","신규","2020. 10. 29","13",
"20-29세","신규","2020. 10. 30","16",
"20-29세","신규","2020. 10. 31","21",
"20-29세","신규","2020. 11. 01","24",
"20-29세","신규","2020. 11. 02","9",
"20-29세","신규","2020. 11. 03","17",
"20-29세","신규","2020. 11. 04","19",
"20-29세","신규","2020. 11. 05","21",
"20-29세","신규","2020. 11. 06","24",
"20-29세","신규","2020. 11. 07","10",
"20-29세","신규","2020. 11. 08","9",
"20-29세","신규","2020. 11. 09","15",
"20-29세","신규","2020. 11. 10","21",
"20-29세","신규","2020. 11. 11","20",
"20-29세","신규","2020. 11. 12","26",
"20-29세","신규","2020. 11. 13","28",
"20-29세","신규","2020. 11. 14","36",
"20-29세","신규","2020. 11. 15","26",
"20-29세","신규","2020. 11. 16","37",
"20-29세","신규","2020. 11. 17","37",
"20-29세","신규","2020. 11. 18","47",
"20-29세","신규","2020. 11. 19","48",
"20-29세","신규","2020. 11. 20","65",
"20-29세","신규","2020. 11. 21","108",
"20-29세","신규","2020. 11. 22","65",
"20-29세","신규","2020. 11. 23","41",
"20-29세","신규","2020. 11. 24","67",
"20-29세","신규","2020. 11. 25","52",
"20-29세","신규","2020. 11. 26","125",
"20-29세","신규","2020. 11. 27","86",
"20-29세","신규","2020. 11. 28","68",
"20-29세","신규","2020. 11. 29","93",
"20-29세","신규","2020. 11. 30","54",
"20-29세","신규","2020. 12. 01","82",
"20-29세","신규","2020. 12. 02","85",
"20-29세","신규","2020. 12. 03","104",
"20-29세","신규","2020. 12. 04","100",
"20-29세","신규","2020. 12. 05","100",
"20-29세","신규","2020. 12. 06","72",
"20-29세","신규","2020. 12. 07","84",
"20-29세","신규","2020. 12. 08","74",
"20-29세","신규","2020. 12. 09","63",
"20-29세","신규","2020. 12. 10","80",
"20-29세","신규","2020. 12. 11","85",
"20-29세","신규","2020. 12. 12","97",
"20-29세","신규","2020. 12. 13","110",
"20-29세","신규","2020. 12. 14","98",
"20-29세","신규","2020. 12. 15","100",
"20-29세","신규","2020. 12. 16","153",
"20-29세","신규","2020. 12. 17","107",
"20-29세","신규","2020. 12. 18","123",
"20-29세","신규","2020. 12. 19","135",
"20-29세","신규","2020. 12. 20","137",
"20-29세","신규","2020. 12. 21","97",
"20-29세","신규","2020. 12. 22","105",
"20-29세","신규","2020. 12. 24","",
"20-29세","신규","2020. 12. 25","156",
"20-29세","신규","2020. 12. 26","128",
"20-29세","신규","2020. 12. 27","111",
"20-29세","신규","2020. 12. 28","77",
"20-29세","신규","2020. 12. 29","139",
"20-29세","신규","2020. 12. 30","115",
"20-29세","신규","2020. 12. 31","93",
"20-29세","신규","2021. 01. 01","131",
"20-29세","신규","2021. 01. 02","111",
"20-29세","신규","2021. 01. 03","80",
"20-29세","신규","2021. 01. 04","120",
"20-29세","신규","2021. 01. 05","107",
"20-29세","신규","2021. 01. 06","106",
"20-29세","신규","2021. 01. 07","123",
"20-29세","신규","2021. 01. 08","91",
"20-29세","신규","2021. 01. 09","100",
"20-29세","신규","2021. 01. 10","87",
"20-29세","신규","2021. 01. 11","47",
"20-29세","신규","2021. 01. 12","71",
"20-29세","신규","2021. 01. 13","66",
"20-29세","신규","2021. 01. 14","60",
"20-29세","신규","2021. 01. 15","62",
"20-29세","신규","2021. 01. 16","54",
"20-29세","신규","2021. 01. 17","74",
"20-29세","신규","2021. 01. 18","48",
"20-29세","신규","2021. 01. 19","52",
"20-29세","신규","2021. 01. 20","56",
"20-29세","신규","2021. 01. 21","46",
"20-29세","신규","2021. 01. 22","53",
"20-29세","신규","2021. 01. 23","50",
"20-29세","신규","2021. 01. 24","68",
"20-29세","신규","2021. 01. 25","44",
"20-29세","신규","2021. 01. 26","65",
"20-29세","신규","2021. 01. 27","66",
"20-29세","신규","2021. 01. 28","64",
"20-29세","신규","2021. 01. 29","47",
"20-29세","신규","2021. 01. 30","46",
"20-29세","신규","2021. 01. 31","46",
"20-29세","신규","2021. 02. 01","35",
"20-29세","신규","2021. 02. 02","50",
"20-29세","신규","2021. 02. 03","75",
"20-29세","신규","2021. 02. 04","50",
"20-29세","신규","2021. 02. 05","30",
"20-29세","신규","2021. 02. 06","53",
"20-29세","신규","2021. 02. 07","51",
"20-29세","신규","2021. 02. 08","35",
"20-29세","신규","2021. 02. 09","33",
"30-39세","신규","2020. 04. 09","7",
"30-39세","신규","2020. 04. 10","4",
"30-39세","신규","2020. 04. 11","2",
"30-39세","신규","2020. 04. 12","5",
"30-39세","신규","2020. 04. 13","2",
"30-39세","신규","2020. 04. 14","4",
"30-39세","신규","2020. 04. 15","5",
"30-39세","신규","2020. 04. 16","1",
"30-39세","신규","2020. 04. 17","3",
"30-39세","신규","2020. 04. 18","1",
"30-39세","신규","2020. 04. 19","1",
"30-39세","신규","2020. 04. 20","2",
"30-39세","신규","2020. 04. 21","0",
"30-39세","신규","2020. 04. 22","1",
"30-39세","신규","2020. 04. 23","1",
"30-39세","신규","2020. 04. 24","1",
"30-39세","신규","2020. 04. 25","1",
"30-39세","신규","2020. 04. 26","4",
"30-39세","신규","2020. 04. 27","5",
"30-39세","신규","2020. 04. 28","2",
"30-39세","신규","2020. 04. 29","2",
"30-39세","신규","2020. 04. 30","2",
"30-39세","신규","2020. 05. 01","1",
"30-39세","신규","2020. 05. 02","1",
"30-39세","신규","2020. 05. 03","3",
"30-39세","신규","2020. 05. 04","1",
"30-39세","신규","2020. 05. 05","1",
"30-39세","신규","2020. 05. 06","1",
"30-39세","신규","2020. 05. 07","1",
"30-39세","신규","2020. 05. 08","7",
"30-39세","신규","2020. 05. 09","3",
"30-39세","신규","2020. 05. 10","3",
"30-39세","신규","2020. 05. 11","8",
"30-39세","신규","2020. 05. 12","6",
"30-39세","신규","2020. 05. 13","5",
"30-39세","신규","2020. 05. 14","3",
"30-39세","신규","2020. 05. 15","5",
"30-39세","신규","2020. 05. 16","2",
"30-39세","신규","2020. 05. 17","2",
"30-39세","신규","2020. 05. 18","4",
"30-39세","신규","2020. 05. 19","0",
"30-39세","신규","2020. 05. 20","4",
"30-39세","신규","2020. 05. 21","2",
"30-39세","신규","2020. 05. 23","",
"30-39세","신규","2020. 05. 24","4",
"30-39세","신규","2020. 05. 25","3",
"30-39세","신규","2020. 05. 26","4",
"30-39세","신규","2020. 05. 27","6",
"30-39세","신규","2020. 05. 28","26",
"30-39세","신규","2020. 05. 29","9",
"30-39세","신규","2020. 05. 30","2",
"30-39세","신규","2020. 05. 31","7",
"30-39세","신규","2020. 06. 02","",
"30-39세","신규","2020. 06. 03","6",
"30-39세","신규","2020. 06. 04","3",
"30-39세","신규","2020. 06. 05","2",
"30-39세","신규","2020. 06. 06","6",
"30-39세","신규","2020. 06. 07","6",
"30-39세","신규","2020. 06. 08","2",
"30-39세","신규","2020. 06. 09","2",
"30-39세","신규","2020. 06. 10","9",
"30-39세","신규","2020. 06. 11","10",
"30-39세","신규","2020. 06. 12","0",
"30-39세","신규","2020. 06. 13","9",
"30-39세","신규","2020. 06. 14","3",
"30-39세","신규","2020. 06. 16","",
"30-39세","신규","2020. 06. 17","14",
"30-39세","신규","2020. 06. 18","4",
"30-39세","신규","2020. 06. 19","9",
"30-39세","신규","2020. 06. 20","13",
"30-39세","신규","2020. 06. 21","10",
"30-39세","신규","2020. 06. 22","4",
"30-39세","신규","2020. 06. 23","9",
"30-39세","신규","2020. 06. 24","15",
"30-39세","신규","2020. 06. 25","9",
"30-39세","신규","2020. 06. 26","10",
"30-39세","신규","2020. 06. 27","10",
"30-39세","신규","2020. 06. 28","12",
"30-39세","신규","2020. 06. 29","5",
"30-39세","신규","2020. 06. 30","6",
"30-39세","신규","2020. 07. 01","0",
"30-39세","신규","2020. 07. 02","19",
"30-39세","신규","2020. 07. 03","10",
"30-39세","신규","2020. 07. 04","16",
"30-39세","신규","2020. 07. 05","9",
"30-39세","신규","2020. 07. 06","10",
"30-39세","신규","2020. 07. 07","6",
"30-39세","신규","2020. 07. 08","11",
"30-39세","신규","2020. 07. 09","7",
"30-39세","신규","2020. 07. 10","9",
"30-39세","신규","2020. 07. 11","6",
"30-39세","신규","2020. 07. 12","13",
"30-39세","신규","2020. 07. 13","15",
"30-39세","신규","2020. 07. 14","5",
"30-39세","신규","2020. 07. 15","8",
"30-39세","신규","2020. 07. 16","-8",
"30-39세","신규","2020. 07. 17","37",
"30-39세","신규","2020. 07. 18","5",
"30-39세","신규","2020. 07. 19","10",
"30-39세","신규","2020. 07. 20","4",
"30-39세","신규","2020. 07. 21","8",
"30-39세","신규","2020. 07. 22","8",
"30-39세","신규","2020. 07. 23","3",
"30-39세","신규","2020. 07. 24","5",
"30-39세","신규","2020. 07. 25","38",
"30-39세","신규","2020. 07. 26","13",
"30-39세","신규","2020. 07. 27","7",
"30-39세","신규","2020. 07. 28","4",
"30-39세","신규","2020. 07. 29","16",
"30-39세","신규","2020. 07. 30","6",
"30-39세","신규","2020. 07. 31","13",
"30-39세","신규","2020. 08. 01","10",
"30-39세","신규","2020. 08. 02","7",
"30-39세","신규","2020. 08. 03","3",
"30-39세","신규","2020. 08. 04","5",
"30-39세","신규","2020. 08. 05","7",
"30-39세","신규","2020. 08. 06","3",
"30-39세","신규","2020. 08. 07","1",
"30-39세","신규","2020. 08. 08","4",
"30-39세","신규","2020. 08. 09","5",
"30-39세","신규","2020. 08. 10","3",
"30-39세","신규","2020. 08. 11","5",
"30-39세","신규","2020. 08. 12","11",
"30-39세","신규","2020. 08. 13","12",
"30-39세","신규","2020. 08. 14","17",
"30-39세","신규","2020. 08. 15","20",
"30-39세","신규","2020. 08. 16","28",
"30-39세","신규","2020. 08. 17","27",
"30-39세","신규","2020. 08. 18","27",
"30-39세","신규","2020. 08. 19","32",
"30-39세","신규","2020. 08. 20","35",
"30-39세","신규","2020. 08. 21","40",
"30-39세","신규","2020. 08. 22","40",
"30-39세","신규","2020. 08. 23","40",
"30-39세","신규","2020. 08. 24","35",
"30-39세","신규","2020. 08. 25","30",
"30-39세","신규","2020. 08. 26","47",
"30-39세","신규","2020. 08. 27","50",
"30-39세","신규","2020. 08. 28","48",
"30-39세","신규","2020. 08. 29","36",
"30-39세","신규","2020. 08. 30","39",
"30-39세","신규","2020. 08. 31","15",
"30-39세","신규","2020. 09. 01","24",
"30-39세","신규","2020. 09. 02","25",
"30-39세","신규","2020. 09. 03","21",
"30-39세","신규","2020. 09. 04","24",
"30-39세","신규","2020. 09. 05","19",
"30-39세","신규","2020. 09. 06","15",
"30-39세","신규","2020. 09. 07","17",
"30-39세","신규","2020. 09. 08","17",
"30-39세","신규","2020. 09. 09","16",
"30-39세","신규","2020. 09. 10","13",
"30-39세","신규","2020. 09. 11","19",
"30-39세","신규","2020. 09. 12","12",
"30-39세","신규","2020. 09. 13","0",
"30-39세","신규","2020. 09. 14","25",
"30-39세","신규","2020. 09. 15","10",
"30-39세","신규","2020. 09. 16","9",
"30-39세","신규","2020. 09. 17","11",
"30-39세","신규","2020. 09. 18","17",
"30-39세","신규","2020. 09. 19","7",
"30-39세","신규","2020. 09. 20","0",
"30-39세","신규","2020. 09. 21","20",
"30-39세","신규","2020. 09. 22","10",
"30-39세","신규","2020. 09. 23","10",
"30-39세","신규","2020. 09. 24","9",
"30-39세","신규","2020. 09. 25","14",
"30-39세","신규","2020. 09. 26","7",
"30-39세","신규","2020. 09. 27","16",
"30-39세","신규","2020. 09. 28","3",
"30-39세","신규","2020. 09. 29","7",
"30-39세","신규","2020. 09. 30","20",
"30-39세","신규","2020. 10. 01","9",
"30-39세","신규","2020. 10. 02","10",
"30-39세","신규","2020. 10. 03","13",
"30-39세","신규","2020. 10. 04","9",
"30-39세","신규","2020. 10. 05","9",
"30-39세","신규","2020. 10. 06","8",
"30-39세","신규","2020. 10. 07","13",
"30-39세","신규","2020. 10. 08","7",
"30-39세","신규","2020. 10. 10","",
"30-39세","신규","2020. 10. 11","14",
"30-39세","신규","2020. 10. 12","19",
"30-39세","신규","2020. 10. 13","16",
"30-39세","신규","2020. 10. 14","11",
"30-39세","신규","2020. 10. 15","10",
"30-39세","신규","2020. 10. 16","9",
"30-39세","신규","2020. 10. 17","16",
"30-39세","신규","2020. 10. 18","14",
"30-39세","신규","2020. 10. 19","7",
"30-39세","신규","2020. 10. 20","7",
"30-39세","신규","2020. 10. 21","12",
"30-39세","신규","2020. 10. 22","10",
"30-39세","신규","2020. 10. 23","18",
"30-39세","신규","2020. 10. 24","4",
"30-39세","신규","2020. 10. 25","8",
"30-39세","신규","2020. 10. 26","25",
"30-39세","신규","2020. 10. 27","9",
"30-39세","신규","2020. 10. 28","15",
"30-39세","신규","2020. 10. 29","23",
"30-39세","신규","2020. 10. 30","16",
"30-39세","신규","2020. 10. 31","22",
"30-39세","신규","2020. 11. 01","19",
"30-39세","신규","2020. 11. 02","13",
"30-39세","신규","2020. 11. 03","13",
"30-39세","신규","2020. 11. 04","25",
"30-39세","신규","2020. 11. 05","20",
"30-39세","신규","2020. 11. 06","24",
"30-39세","신규","2020. 11. 07","15",
"30-39세","신규","2020. 11. 08","26",
"30-39세","신규","2020. 11. 09","25",
"30-39세","신규","2020. 11. 10","13",
"30-39세","신규","2020. 11. 11","18",
"30-39세","신규","2020. 11. 12","23",
"30-39세","신규","2020. 11. 13","19",
"30-39세","신규","2020. 11. 14","32",
"30-39세","신규","2020. 11. 15","27",
"30-39세","신규","2020. 11. 16","27",
"30-39세","신규","2020. 11. 17","26",
"30-39세","신규","2020. 11. 18","47",
"30-39세","신규","2020. 11. 19","47",
"30-39세","신규","2020. 11. 20","49",
"30-39세","신규","2020. 11. 21","49",
"30-39세","신규","2020. 11. 22","47",
"30-39세","신규","2020. 11. 23","41",
"30-39세","신규","2020. 11. 24","53",
"30-39세","신규","2020. 11. 25","61",
"30-39세","신규","2020. 11. 26","83",
"30-39세","신규","2020. 11. 27","85",
"30-39세","신규","2020. 11. 28","72",
"30-39세","신규","2020. 11. 29","65",
"30-39세","신규","2020. 11. 30","32",
"30-39세","신규","2020. 12. 01","66",
"30-39세","신규","2020. 12. 02","89",
"30-39세","신규","2020. 12. 03","68",
"30-39세","신규","2020. 12. 04","82",
"30-39세","신규","2020. 12. 05","66",
"30-39세","신규","2020. 12. 06","90",
"30-39세","신규","2020. 12. 07","75",
"30-39세","신규","2020. 12. 08","75",
"30-39세","신규","2020. 12. 09","95",
"30-39세","신규","2020. 12. 10","109",
"30-39세","신규","2020. 12. 11","81",
"30-39세","신규","2020. 12. 12","114",
"30-39세","신규","2020. 12. 13","109",
"30-39세","신규","2020. 12. 14","73",
"30-39세","신규","2020. 12. 15","113",
"30-39세","신규","2020. 12. 16","104",
"30-39세","신규","2020. 12. 17","122",
"30-39세","신규","2020. 12. 18","132",
"30-39세","신규","2020. 12. 19","111",
"30-39세","신규","2020. 12. 20","142",
"30-39세","신규","2020. 12. 21","117",
"30-39세","신규","2020. 12. 22","104",
"30-39세","신규","2020. 12. 24","",
"30-39세","신규","2020. 12. 25","170",
"30-39세","신규","2020. 12. 26","147",
"30-39세","신규","2020. 12. 27","131",
"30-39세","신규","2020. 12. 28","114",
"30-39세","신규","2020. 12. 29","144",
"30-39세","신규","2020. 12. 30","112",
"30-39세","신규","2020. 12. 31","132",
"30-39세","신규","2021. 01. 01","145",
"30-39세","신규","2021. 01. 02","109",
"30-39세","신규","2021. 01. 03","75",
"30-39세","신규","2021. 01. 04","127",
"30-39세","신규","2021. 01. 05","105",
"30-39세","신규","2021. 01. 06","106",
"30-39세","신규","2021. 01. 07","120",
"30-39세","신규","2021. 01. 08","86",
"30-39세","신규","2021. 01. 09","91",
"30-39세","신규","2021. 01. 10","79",
"30-39세","신규","2021. 01. 11","54",
"30-39세","신규","2021. 01. 12","59",
"30-39세","신규","2021. 01. 13","81",
"30-39세","신규","2021. 01. 14","67",
"30-39세","신규","2021. 01. 15","70",
"30-39세","신규","2021. 01. 16","74",
"30-39세","신규","2021. 01. 17","74",
"30-39세","신규","2021. 01. 18","53",
"30-39세","신규","2021. 01. 19","58",
"30-39세","신규","2021. 01. 20","47",
"30-39세","신규","2021. 01. 21","50",
"30-39세","신규","2021. 01. 22","43",
"30-39세","신규","2021. 01. 23","57",
"30-39세","신규","2021. 01. 24","50",
"30-39세","신규","2021. 01. 25","42",
"30-39세","신규","2021. 01. 26","44",
"30-39세","신규","2021. 01. 27","71",
"30-39세","신규","2021. 01. 28","58",
"30-39세","신규","2021. 01. 29","53",
"30-39세","신규","2021. 01. 30","49",
"30-39세","신규","2021. 01. 31","49",
"30-39세","신규","2021. 02. 01","44",
"30-39세","신규","2021. 02. 02","37",
"30-39세","신규","2021. 02. 03","64",
"30-39세","신규","2021. 02. 04","64",
"30-39세","신규","2021. 02. 05","60",
"30-39세","신규","2021. 02. 06","41",
"30-39세","신규","2021. 02. 07","47",
"30-39세","신규","2021. 02. 08","31",
"30-39세","신규","2021. 02. 09","41",
"40-49세","신규","2020. 04. 09","7",
"40-49세","신규","2020. 04. 10","2",
"40-49세","신규","2020. 04. 11","3",
"40-49세","신규","2020. 04. 12","1",
"40-49세","신규","2020. 04. 13","1",
"40-49세","신규","2020. 04. 14","4",
"40-49세","신규","2020. 04. 15","3",
"40-49세","신규","2020. 04. 16","2",
"40-49세","신규","2020. 04. 17","1",
"40-49세","신규","2020. 04. 18","1",
"40-49세","신규","2020. 04. 19","0",
"40-49세","신규","2020. 04. 20","0",
"40-49세","신규","2020. 04. 21","1",
"40-49세","신규","2020. 04. 22","4",
"40-49세","신규","2020. 04. 23","1",
"40-49세","신규","2020. 04. 24","0",
"40-49세","신규","2020. 04. 25","2",
"40-49세","신규","2020. 04. 26","1",
"40-49세","신규","2020. 04. 27","1",
"40-49세","신규","2020. 04. 28","1",
"40-49세","신규","2020. 04. 29","3",
"40-49세","신규","2020. 04. 30","1",
"40-49세","신규","2020. 05. 01","2",
"40-49세","신규","2020. 05. 02","1",
"40-49세","신규","2020. 05. 03","2",
"40-49세","신규","2020. 05. 04","3",
"40-49세","신규","2020. 05. 05","1",
"40-49세","신규","2020. 05. 06","0",
"40-49세","신규","2020. 05. 07","0",
"40-49세","신규","2020. 05. 08","2",
"40-49세","신규","2020. 05. 09","0",
"40-49세","신규","2020. 05. 10","4",
"40-49세","신규","2020. 05. 11","4",
"40-49세","신규","2020. 05. 12","2",
"40-49세","신규","2020. 05. 13","2",
"40-49세","신규","2020. 05. 14","1",
"40-49세","신규","2020. 05. 15","2",
"40-49세","신규","2020. 05. 16","1",
"40-49세","신규","2020. 05. 17","3",
"40-49세","신규","2020. 05. 18","5",
"40-49세","신규","2020. 05. 19","0",
"40-49세","신규","2020. 05. 20","6",
"40-49세","신규","2020. 05. 21","3",
"40-49세","신규","2020. 05. 23","",
"40-49세","신규","2020. 05. 24","7",
"40-49세","신규","2020. 05. 25","2",
"40-49세","신규","2020. 05. 26","3",
"40-49세","신규","2020. 05. 27","3",
"40-49세","신규","2020. 05. 28","14",
"40-49세","신규","2020. 05. 29","10",
"40-49세","신규","2020. 05. 30","4",
"40-49세","신규","2020. 05. 31","4",
"40-49세","신규","2020. 06. 02","",
"40-49세","신규","2020. 06. 03","5",
"40-49세","신규","2020. 06. 04","3",
"40-49세","신규","2020. 06. 05","3",
"40-49세","신규","2020. 06. 06","11",
"40-49세","신규","2020. 06. 07","8",
"40-49세","신규","2020. 06. 08","5",
"40-49세","신규","2020. 06. 09","4",
"40-49세","신규","2020. 06. 10","1",
"40-49세","신규","2020. 06. 11","5",
"40-49세","신규","2020. 06. 12","0",
"40-49세","신규","2020. 06. 13","4",
"40-49세","신규","2020. 06. 14","6",
"40-49세","신규","2020. 06. 16","",
"40-49세","신규","2020. 06. 17","2",
"40-49세","신규","2020. 06. 18","6",
"40-49세","신규","2020. 06. 19","3",
"40-49세","신규","2020. 06. 20","8",
"40-49세","신규","2020. 06. 21","5",
"40-49세","신규","2020. 06. 22","1",
"40-49세","신규","2020. 06. 23","9",
"40-49세","신규","2020. 06. 24","11",
"40-49세","신규","2020. 06. 25","2",
"40-49세","신규","2020. 06. 26","5",
"40-49세","신규","2020. 06. 27","6",
"40-49세","신규","2020. 06. 28","10",
"40-49세","신규","2020. 06. 29","6",
"40-49세","신규","2020. 06. 30","8",
"40-49세","신규","2020. 07. 01","0",
"40-49세","신규","2020. 07. 02","4",
"40-49세","신규","2020. 07. 03","6",
"40-49세","신규","2020. 07. 04","8",
"40-49세","신규","2020. 07. 05","11",
"40-49세","신규","2020. 07. 06","6",
"40-49세","신규","2020. 07. 07","7",
"40-49세","신규","2020. 07. 08","15",
"40-49세","신규","2020. 07. 09","11",
"40-49세","신규","2020. 07. 10","5",
"40-49세","신규","2020. 07. 11","2",
"40-49세","신규","2020. 07. 12","5",
"40-49세","신규","2020. 07. 13","9",
"40-49세","신규","2020. 07. 14","3",
"40-49세","신규","2020. 07. 15","9",
"40-49세","신규","2020. 07. 16","-9",
"40-49세","신규","2020. 07. 17","32",
"40-49세","신규","2020. 07. 18","9",
"40-49세","신규","2020. 07. 19","3",
"40-49세","신규","2020. 07. 20","4",
"40-49세","신규","2020. 07. 21","3",
"40-49세","신규","2020. 07. 22","10",
"40-49세","신규","2020. 07. 23","8",
"40-49세","신규","2020. 07. 24","6",
"40-49세","신규","2020. 07. 25","34",
"40-49세","신규","2020. 07. 26","15",
"40-49세","신규","2020. 07. 27","3",
"40-49세","신규","2020. 07. 28","7",
"40-49세","신규","2020. 07. 29","11",
"40-49세","신규","2020. 07. 30","4",
"40-49세","신규","2020. 07. 31","8",
"40-49세","신규","2020. 08. 01","6",
"40-49세","신규","2020. 08. 02","8",
"40-49세","신규","2020. 08. 03","2",
"40-49세","신규","2020. 08. 04","6",
"40-49세","신규","2020. 08. 05","4",
"40-49세","신규","2020. 08. 06","3",
"40-49세","신규","2020. 08. 07","5",
"40-49세","신규","2020. 08. 08","4",
"40-49세","신규","2020. 08. 09","3",
"40-49세","신규","2020. 08. 10","3",
"40-49세","신규","2020. 08. 11","4",
"40-49세","신규","2020. 08. 12","12",
"40-49세","신규","2020. 08. 13","5",
"40-49세","신규","2020. 08. 14","16",
"40-49세","신규","2020. 08. 15","24",
"40-49세","신규","2020. 08. 16","35",
"40-49세","신규","2020. 08. 17","23",
"40-49세","신규","2020. 08. 18","27",
"40-49세","신규","2020. 08. 19","39",
"40-49세","신규","2020. 08. 20","32",
"40-49세","신규","2020. 08. 21","42",
"40-49세","신규","2020. 08. 22","48",
"40-49세","신규","2020. 08. 23","62",
"40-49세","신규","2020. 08. 24","39",
"40-49세","신규","2020. 08. 25","33",
"40-49세","신규","2020. 08. 26","42",
"40-49세","신규","2020. 08. 27","70",
"40-49세","신규","2020. 08. 28","53",
"40-49세","신규","2020. 08. 29","47",
"40-49세","신규","2020. 08. 30","37",
"40-49세","신규","2020. 08. 31","28",
"40-49세","신규","2020. 09. 01","25",
"40-49세","신규","2020. 09. 02","24",
"40-49세","신규","2020. 09. 03","29",
"40-49세","신규","2020. 09. 04","27",
"40-49세","신규","2020. 09. 05","19",
"40-49세","신규","2020. 09. 06","25",
"40-49세","신규","2020. 09. 07","16",
"40-49세","신규","2020. 09. 08","17",
"40-49세","신규","2020. 09. 09","15",
"40-49세","신규","2020. 09. 10","17",
"40-49세","신규","2020. 09. 11","22",
"40-49세","신규","2020. 09. 12","18",
"40-49세","신규","2020. 09. 13","0",
"40-49세","신규","2020. 09. 14","22",
"40-49세","신규","2020. 09. 15","18",
"40-49세","신규","2020. 09. 16","17",
"40-49세","신규","2020. 09. 17","20",
"40-49세","신규","2020. 09. 18","21",
"40-49세","신규","2020. 09. 19","9",
"40-49세","신규","2020. 09. 20","0",
"40-49세","신규","2020. 09. 21","20",
"40-49세","신규","2020. 09. 22","10",
"40-49세","신규","2020. 09. 23","14",
"40-49세","신규","2020. 09. 24","17",
"40-49세","신규","2020. 09. 25","15",
"40-49세","신규","2020. 09. 26","5",
"40-49세","신규","2020. 09. 27","12",
"40-49세","신규","2020. 09. 28","5",
"40-49세","신규","2020. 09. 29","7",
"40-49세","신규","2020. 09. 30","20",
"40-49세","신규","2020. 10. 01","14",
"40-49세","신규","2020. 10. 02","6",
"40-49세","신규","2020. 10. 03","11",
"40-49세","신규","2020. 10. 04","13",
"40-49세","신규","2020. 10. 05","8",
"40-49세","신규","2020. 10. 06","2",
"40-49세","신규","2020. 10. 07","10",
"40-49세","신규","2020. 10. 08","9",
"40-49세","신규","2020. 10. 10","",
"40-49세","신규","2020. 10. 11","8",
"40-49세","신규","2020. 10. 12","16",
"40-49세","신규","2020. 10. 13","20",
"40-49세","신규","2020. 10. 14","11",
"40-49세","신규","2020. 10. 15","8",
"40-49세","신규","2020. 10. 16","10",
"40-49세","신규","2020. 10. 17","6",
"40-49세","신규","2020. 10. 18","13",
"40-49세","신규","2020. 10. 19","15",
"40-49세","신규","2020. 10. 20","12",
"40-49세","신규","2020. 10. 21","18",
"40-49세","신규","2020. 10. 22","18",
"40-49세","신규","2020. 10. 23","21",
"40-49세","신규","2020. 10. 24","9",
"40-49세","신규","2020. 10. 25","11",
"40-49세","신규","2020. 10. 26","22",
"40-49세","신규","2020. 10. 27","14",
"40-49세","신규","2020. 10. 28","17",
"40-49세","신규","2020. 10. 29","14",
"40-49세","신규","2020. 10. 30","19",
"40-49세","신규","2020. 10. 31","18",
"40-49세","신규","2020. 11. 01","25",
"40-49세","신규","2020. 11. 02","19",
"40-49세","신규","2020. 11. 03","7",
"40-49세","신규","2020. 11. 04","11",
"40-49세","신규","2020. 11. 05","23",
"40-49세","신규","2020. 11. 06","26",
"40-49세","신규","2020. 11. 07","21",
"40-49세","신규","2020. 11. 08","22",
"40-49세","신규","2020. 11. 09","19",
"40-49세","신규","2020. 11. 10","12",
"40-49세","신규","2020. 11. 11","12",
"40-49세","신규","2020. 11. 12","22",
"40-49세","신규","2020. 11. 13","23",
"40-49세","신규","2020. 11. 14","29",
"40-49세","신규","2020. 11. 15","27",
"40-49세","신규","2020. 11. 16","29",
"40-49세","신규","2020. 11. 17","36",
"40-49세","신규","2020. 11. 18","61",
"40-49세","신규","2020. 11. 19","56",
"40-49세","신규","2020. 11. 20","59",
"40-49세","신규","2020. 11. 21","56",
"40-49세","신규","2020. 11. 22","64",
"40-49세","신규","2020. 11. 23","49",
"40-49세","신규","2020. 11. 24","60",
"40-49세","신규","2020. 11. 25","75",
"40-49세","신규","2020. 11. 26","93",
"40-49세","신규","2020. 11. 27","99",
