"구분별","상태별","시점","인원[명]",
"전남","신규","2020. 10. 29","0",
"전남","신규","2020. 10. 30","1",
"전남","신규","2020. 10. 31","0",
"전남","신규","2020. 11. 01","3",
"전남","신규","2020. 11. 02","2",
"전남","신규","2020. 11. 03","0",
"전남","신규","2020. 11. 04","0",
"전남","신규","2020. 11. 05","0",
"전남","신규","2020. 11. 06","0",
"전남","신규","2020. 11. 07","0",
"전남","신규","2020. 11. 08","4",
"전남","신규","2020. 11. 09","2",
"전남","신규","2020. 11. 10","2",
"전남","신규","2020. 11. 11","1",
"전남","신규","2020. 11. 12","8",
"전남","신규","2020. 11. 13","9",
"전남","신규","2020. 11. 14","13",
"전남","신규","2020. 11. 15","9",
"전남","신규","2020. 11. 16","10",
"전남","신규","2020. 11. 17","16",
"전남","신규","2020. 11. 18","15",
"전남","신규","2020. 11. 19","28",
"전남","신규","2020. 11. 20","14",
"전남","신규","2020. 11. 21","19",
"전남","신규","2020. 11. 22","13",
"전남","신규","2020. 11. 23","5",
"전남","신규","2020. 11. 24","7",
"전남","신규","2020. 11. 25","8",
"전남","신규","2020. 11. 26","9",
"전남","신규","2020. 11. 27","11",
"전남","신규","2020. 11. 28","7",
"전남","신규","2020. 11. 29","20",
"전남","신규","2020. 11. 30","4",
"전남","신규","2020. 12. 01","2",
"전남","신규","2020. 12. 02","1",
"전남","신규","2020. 12. 03","2",
"전남","신규","2020. 12. 04","3",
"전남","신규","2020. 12. 05","4",
"전남","신규","2020. 12. 06","8",
"전남","신규","2020. 12. 07","3",
"전남","신규","2020. 12. 08","7",
"전남","신규","2020. 12. 09","2",
"전남","신규","2020. 12. 10","5",
"전남","신규","2020. 12. 11","4",
"전남","신규","2020. 12. 12","8",
"전남","신규","2020. 12. 13","6",
"전남","신규","2020. 12. 14","1",
"전남","신규","2020. 12. 15","1",
"전남","신규","2020. 12. 16","4",
"전남","신규","2020. 12. 17","0",
"전남","신규","2020. 12. 18","5",
"전남","신규","2020. 12. 19","5",
"전남","신규","2020. 12. 20","4",
"전남","신규","2020. 12. 21","9",
"전남","신규","2020. 12. 22","5",
"전남","신규","2020. 12. 23","12",
"전남","신규","2020. 12. 24","2",
"전남","신규","2020. 12. 25","5",
"전남","신규","2020. 12. 26","6",
"전남","신규","2020. 12. 27","5",
"전남","신규","2020. 12. 28","7",
"전남","신규","2020. 12. 29","4",
"전남","신규","2020. 12. 30","1",
"전남","신규","2020. 12. 31","5",
"전남","신규","2021. 01. 01","6",
"전남","신규","2021. 01. 02","11",
"전남","신규","2021. 01. 03","12",
"전남","신규","2021. 01. 04","3",
"전남","신규","2021. 01. 05","4",
"전남","신규","2021. 01. 06","1",
"전남","신규","2021. 01. 07","1",
"전남","신규","2021. 01. 08","0",
"전남","신규","2021. 01. 09","5",
"전남","신규","2021. 01. 10","4",
"전남","신규","2021. 01. 11","3",
"전남","신규","2021. 01. 12","2",
"전남","신규","2021. 01. 13","0",
"전남","신규","2021. 01. 14","6",
"전남","신규","2021. 01. 15","14",
"전남","신규","2021. 01. 16","13",
"전남","신규","2021. 01. 17","15",
"전남","신규","2021. 01. 18","4",
"전남","신규","2021. 01. 19","6",
"전남","신규","2021. 01. 20","9",
"전남","신규","2021. 01. 21","14",
"전남","신규","2021. 01. 22","7",
"전남","신규","2021. 01. 23","10",
"전남","신규","2021. 01. 24","1",
"전남","신규","2021. 01. 25","3",
"전남","신규","2021. 01. 26","9",
"전남","신규","2021. 01. 27","12",
"전남","신규","2021. 01. 28","8",
"전남","신규","2021. 01. 29","5",
"전남","신규","2021. 01. 30","1",
"전남","신규","2021. 01. 31","1",
"전남","신규","2021. 02. 01","1",
"전남","신규","2021. 02. 02","3",
"전남","신규","2021. 02. 03","6",
"전남","신규","2021. 02. 04","2",
"전남","신규","2021. 02. 05","0",
"전남","신규","2021. 02. 06","1",
"전남","신규","2021. 02. 07","4",
"전남","신규","2021. 02. 08","0",
"전남","신규","2021. 02. 09","0",
"경북","신규","2020. 04. 09","0",
"경북","신규","2020. 04. 10","7",
"경북","신규","2020. 04. 11","3",
"경북","신규","2020. 04. 12","3",
"경북","신규","2020. 04. 13","4",
"경북","신규","2020. 04. 14","5",
"경북","신규","2020. 04. 15","6",
"경북","신규","2020. 04. 16","4",
"경북","신규","2020. 04. 17","4",
"경북","신규","2020. 04. 18","2",
"경북","신규","2020. 04. 19","1",
"경북","신규","2020. 04. 20","2",
"경북","신규","2020. 04. 21","0",
"경북","신규","2020. 04. 22","2",
"경북","신규","2020. 04. 23","0",
"경북","신규","2020. 04. 24","1",
"경북","신규","2020. 04. 25","0",
"경북","신규","2020. 04. 26","0",
"경북","신규","2020. 04. 27","0",
"경북","신규","2020. 04. 28","1",
"경북","신규","2020. 04. 29","0",
"경북","신규","2020. 04. 30","0",
"경북","신규","2020. 05. 01","1",
"경북","신규","2020. 05. 02","0",
"경북","신규","2020. 05. 03","0",
"경북","신규","2020. 05. 04","0",
"경북","신규","2020. 05. 05","0",
"경북","신규","2020. 05. 06","0",
"경북","신규","2020. 05. 07","0",
"경북","신규","2020. 05. 08","0",
"경북","신규","2020. 05. 09","0",
"경북","신규","2020. 05. 10","0",
"경북","신규","2020. 05. 11","0",
"경북","신규","2020. 05. 12","1",
"경북","신규","2020. 05. 13","0",
"경북","신규","2020. 05. 14","1",
"경북","신규","2020. 05. 15","0",
"경북","신규","2020. 05. 16","0",
"경북","신규","2020. 05. 17","0",
"경북","신규","2020. 05. 18","0",
"경북","신규","2020. 05. 19","0",
"경북","신규","2020. 05. 20","0",
"경북","신규","2020. 05. 21","0",
"경북","신규","2020. 05. 22","2",
"경북","신규","2020. 05. 23","0",
"경북","신규","2020. 05. 24","6",
"경북","신규","2020. 05. 25","1",
"경북","신규","2020. 05. 26","1",
"경북","신규","2020. 05. 27","0",
"경북","신규","2020. 05. 28","1",
"경북","신규","2020. 05. 29","0",
"경북","신규","2020. 05. 30","0",
"경북","신규","2020. 05. 31","0",
"경북","신규","2020. 06. 01","0",
"경북","신규","2020. 06. 02","0",
"경북","신규","2020. 06. 03","0",
"경북","신규","2020. 06. 04","1",
"경북","신규","2020. 06. 05","2",
"경북","신규","2020. 06. 06","1",
"경북","신규","2020. 06. 07","0",
"경북","신규","2020. 06. 08","0",
"경북","신규","2020. 06. 09","0",
"경북","신규","2020. 06. 10","0",
"경북","신규","2020. 06. 11","0",
"경북","신규","2020. 06. 12","0",
"경북","신규","2020. 06. 13","0",
"경북","신규","2020. 06. 14","0",
"경북","신규","2020. 06. 15","0",
"경북","신규","2020. 06. 16","0",
"경북","신규","2020. 06. 17","0",
"경북","신규","2020. 06. 18","0",
"경북","신규","2020. 06. 19","0",
"경북","신규","2020. 06. 20","1",
"경북","신규","2020. 06. 21","0",
"경북","신규","2020. 06. 22","1",
"경북","신규","2020. 06. 23","0",
"경북","신규","2020. 06. 24","1",
"경북","신규","2020. 06. 25","0",
"경북","신규","2020. 06. 26","1",
"경북","신규","2020. 06. 27","0",
"경북","신규","2020. 06. 28","0",
"경북","신규","2020. 06. 29","1",
"경북","신규","2020. 06. 30","1",
"경북","신규","2020. 07. 01","0",
"경북","신규","2020. 07. 02","0",
"경북","신규","2020. 07. 03","1",
"경북","신규","2020. 07. 04","1",
"경북","신규","2020. 07. 05","1",
"경북","신규","2020. 07. 06","1",
"경북","신규","2020. 07. 07","0",
"경북","신규","2020. 07. 08","0",
"경북","신규","2020. 07. 09","0",
"경북","신규","2020. 07. 10","0",
"경북","신규","2020. 07. 11","0",
"경북","신규","2020. 07. 12","0",
"경북","신규","2020. 07. 13","0",
"경북","신규","2020. 07. 14","0",
"경북","신규","2020. 07. 15","0",
"경북","신규","2020. 07. 16","0",
"경북","신규","2020. 07. 17","0",
"경북","신규","2020. 07. 18","0",
"경북","신규","2020. 07. 19","0",
"경북","신규","2020. 07. 20","1",
"경북","신규","2020. 07. 21","1",
"경북","신규","2020. 07. 22","0",
"경북","신규","2020. 07. 23","0",
"경북","신규","2020. 07. 24","1",
"경북","신규","2020. 07. 25","0",
"경북","신규","2020. 07. 26","0",
"경북","신규","2020. 07. 27","0",
"경북","신규","2020. 07. 28","1",
"경북","신규","2020. 07. 29","1",
"경북","신규","2020. 07. 30","1",
"경북","신규","2020. 07. 31","2",
"경북","신규","2020. 08. 01","1",
"경북","신규","2020. 08. 02","1",
"경북","신규","2020. 08. 03","1",
"경북","신규","2020. 08. 04","1",
"경북","신규","2020. 08. 05","0",
"경북","신규","2020. 08. 06","4",
"경북","신규","2020. 08. 07","1",
"경북","신규","2020. 08. 08","0",
"경북","신규","2020. 08. 09","0",
"경북","신규","2020. 08. 10","1",
"경북","신규","2020. 08. 11","0",
"경북","신규","2020. 08. 12","0",
"경북","신규","2020. 08. 13","0",
"경북","신규","2020. 08. 14","1",
"경북","신규","2020. 08. 15","0",
"경북","신규","2020. 08. 16","0",
"경북","신규","2020. 08. 17","2",
"경북","신규","2020. 08. 18","3",
"경북","신규","2020. 08. 19","3",
"경북","신규","2020. 08. 20","5",
"경북","신규","2020. 08. 21","6",
"경북","신규","2020. 08. 22","4",
"경북","신규","2020. 08. 23","2",
"경북","신규","2020. 08. 24","6",
"경북","신규","2020. 08. 25","1",
"경북","신규","2020. 08. 26","0",
"경북","신규","2020. 08. 27","4",
"경북","신규","2020. 08. 28","1",
"경북","신규","2020. 08. 29","1",
"경북","신규","2020. 08. 30","3",
"경북","신규","2020. 08. 31","2",
"경북","신규","2020. 09. 01","9",
"경북","신규","2020. 09. 02","4",
"경북","신규","2020. 09. 03","0",
"경북","신규","2020. 09. 04","4",
"경북","신규","2020. 09. 05","1",
"경북","신규","2020. 09. 06","2",
"경북","신규","2020. 09. 07","0",
"경북","신규","2020. 09. 08","3",
"경북","신규","2020. 09. 09","0",
"경북","신규","2020. 09. 10","3",
"경북","신규","2020. 09. 11","2",
"경북","신규","2020. 09. 12","2",
"경북","신규","2020. 09. 13","2",
"경북","신규","2020. 09. 14","1",
"경북","신규","2020. 09. 15","1",
"경북","신규","2020. 09. 16","2",
"경북","신규","2020. 09. 17","6",
"경북","신규","2020. 09. 18","5",
"경북","신규","2020. 09. 19","4",
"경북","신규","2020. 09. 20","5",
"경북","신규","2020. 09. 21","1",
"경북","신규","2020. 09. 22","4",
"경북","신규","2020. 09. 23","6",
"경북","신규","2020. 09. 24","2",
"경북","신규","2020. 09. 25","6",
"경북","신규","2020. 09. 26","3",
"경북","신규","2020. 09. 27","6",
"경북","신규","2020. 09. 28","4",
"경북","신규","2020. 09. 29","2",
"경북","신규","2020. 09. 30","6",
"경북","신규","2020. 10. 01","5",
"경북","신규","2020. 10. 02","4",
"경북","신규","2020. 10. 03","2",
"경북","신규","2020. 10. 04","4",
"경북","신규","2020. 10. 05","1",
"경북","신규","2020. 10. 06","0",
"경북","신규","2020. 10. 07","0",
"경북","신규","2020. 10. 08","1",
"경북","신규","2020. 10. 09","0",
"경북","신규","2020. 10. 10","0",
"경북","신규","2020. 10. 11","0",
"경북","신규","2020. 10. 12","1",
"경북","신규","2020. 10. 13","1",
"경북","신규","2020. 10. 14","0",
"경북","신규","2020. 10. 15","1",
"경북","신규","2020. 10. 16","0",
"경북","신규","2020. 10. 17","0",
"경북","신규","2020. 10. 18","0",
"경북","신규","2020. 10. 19","2",
"경북","신규","2020. 10. 20","2",
"경북","신규","2020. 10. 21","2",
"경북","신규","2020. 10. 22","1",
"경북","신규","2020. 10. 23","0",
"경북","신규","2020. 10. 24","0",
"경북","신규","2020. 10. 25","0",
"경북","신규","2020. 10. 26","3",
"경북","신규","2020. 10. 27","0",
"경북","신규","2020. 10. 28","5",
"경북","신규","2020. 10. 29","1",
"경북","신규","2020. 10. 30","0",
"경북","신규","2020. 10. 31","0",
"경북","신규","2020. 11. 01","0",
"경북","신규","2020. 11. 02","1",
"경북","신규","2020. 11. 03","0",
"경북","신규","2020. 11. 04","2",
"경북","신규","2020. 11. 05","0",
"경북","신규","2020. 11. 06","1",
"경북","신규","2020. 11. 07","0",
"경북","신규","2020. 11. 08","2",
"경북","신규","2020. 11. 09","1",
"경북","신규","2020. 11. 10","1",
"경북","신규","2020. 11. 11","0",
"경북","신규","2020. 11. 12","1",
"경북","신규","2020. 11. 13","0",
"경북","신규","2020. 11. 14","0",
"경북","신규","2020. 11. 15","2",
"경북","신규","2020. 11. 16","14",
"경북","신규","2020. 11. 17","3",
"경북","신규","2020. 11. 18","16",
"경북","신규","2020. 11. 19","8",
"경북","신규","2020. 11. 20","10",
"경북","신규","2020. 11. 21","8",
"경북","신규","2020. 11. 22","6",
"경북","신규","2020. 11. 23","4",
"경북","신규","2020. 11. 24","9",
"경북","신규","2020. 11. 25","3",
"경북","신규","2020. 11. 26","2",
"경북","신규","2020. 11. 27","3",
"경북","신규","2020. 11. 28","5",
"경북","신규","2020. 11. 29","11",
"경북","신규","2020. 11. 30","4",
"경북","신규","2020. 12. 01","11",
"경북","신규","2020. 12. 02","5",
"경북","신규","2020. 12. 03","11",
"경북","신규","2020. 12. 04","9",
"경북","신규","2020. 12. 05","17",
"경북","신규","2020. 12. 06","11",
"경북","신규","2020. 12. 07","9",
"경북","신규","2020. 12. 08","5",
"경북","신규","2020. 12. 09","4",
"경북","신규","2020. 12. 10","8",
"경북","신규","2020. 12. 11","3",
"경북","신규","2020. 12. 12","19",
"경북","신규","2020. 12. 13","18",
"경북","신규","2020. 12. 14","16",
"경북","신규","2020. 12. 15","15",
"경북","신규","2020. 12. 16","28",
"경북","신규","2020. 12. 17","9",
"경북","신규","2020. 12. 18","31",
"경북","신규","2020. 12. 19","29",
"경북","신규","2020. 12. 20","25",
"경북","신규","2020. 12. 21","48",
"경북","신규","2020. 12. 22","59",
"경북","신규","2020. 12. 23","25",
"경북","신규","2020. 12. 24","50",
"경북","신규","2020. 12. 25","67",
"경북","신규","2020. 12. 26","34",
"경북","신규","2020. 12. 27","34",
"경북","신규","2020. 12. 28","46",
"경북","신규","2020. 12. 29","28",
"경북","신규","2020. 12. 30","23",
"경북","신규","2020. 12. 31","23",
"경북","신규","2021. 01. 01","24",
"경북","신규","2021. 01. 02","20",
"경북","신규","2021. 01. 03","14",
"경북","신규","2021. 01. 04","25",
"경북","신규","2021. 01. 05","24",
"경북","신규","2021. 01. 06","28",
"경북","신규","2021. 01. 07","36",
"경북","신규","2021. 01. 08","30",
"경북","신규","2021. 01. 09","21",
"경북","신규","2021. 01. 10","19",
"경북","신규","2021. 01. 11","4",
"경북","신규","2021. 01. 12","8",
"경북","신규","2021. 01. 13","24",
"경북","신규","2021. 01. 14","18",
"경북","신규","2021. 01. 15","23",
"경북","신규","2021. 01. 16","20",
"경북","신규","2021. 01. 17","15",
"경북","신규","2021. 01. 18","18",
"경북","신규","2021. 01. 19","9",
"경북","신규","2021. 01. 20","7",
"경북","신규","2021. 01. 21","8",
"경북","신규","2021. 01. 22","15",
"경북","신규","2021. 01. 23","18",
"경북","신규","2021. 01. 24","8",
"경북","신규","2021. 01. 25","15",
"경북","신규","2021. 01. 26","8",
"경북","신규","2021. 01. 27","11",
"경북","신규","2021. 01. 28","43",
"경북","신규","2021. 01. 29","43",
"경북","신규","2021. 01. 30","22",
"경북","신규","2021. 01. 31","16",
"경북","신규","2021. 02. 01","5",
"경북","신규","2021. 02. 02","10",
"경북","신규","2021. 02. 03","12",
"경북","신규","2021. 02. 04","6",
"경북","신규","2021. 02. 05","7",
"경북","신규","2021. 02. 06","7",
"경북","신규","2021. 02. 07","1",
"경북","신규","2021. 02. 08","6",
"경북","신규","2021. 02. 09","5",
"경남","신규","2020. 04. 09","2",
"경남","신규","2020. 04. 10","0",
"경남","신규","2020. 04. 11","0",
"경남","신규","2020. 04. 12","0",
"경남","신규","2020. 04. 13","0",
"경남","신규","2020. 04. 14","0",
"경남","신규","2020. 04. 15","0",
"경남","신규","2020. 04. 16","0",
"경남","신규","2020. 04. 17","0",
"경남","신규","2020. 04. 18","1",
"경남","신규","2020. 04. 19","0",
"경남","신규","2020. 04. 20","0",
"경남","신규","2020. 04. 21","0",
"경남","신규","2020. 04. 22","1",
"경남","신규","2020. 04. 23","0",
"경남","신규","2020. 04. 24","0",
"경남","신규","2020. 04. 25","0",
"경남","신규","2020. 04. 26","0",
"경남","신규","2020. 04. 27","0",
"경남","신규","2020. 04. 28","0",
"경남","신규","2020. 04. 29","0",
"경남","신규","2020. 04. 30","0",
"경남","신규","2020. 05. 01","0",
"경남","신규","2020. 05. 02","0",
"경남","신규","2020. 05. 03","0",
"경남","신규","2020. 05. 04","0",
"경남","신규","2020. 05. 05","0",
"경남","신규","2020. 05. 06","0",
"경남","신규","2020. 05. 07","0",
"경남","신규","2020. 05. 08","0",
"경남","신규","2020. 05. 09","0",
"경남","신규","2020. 05. 10","0",
"경남","신규","2020. 05. 11","0",
"경남","신규","2020. 05. 12","1",
"경남","신규","2020. 05. 13","1",
"경남","신규","2020. 05. 14","0",
"경남","신규","2020. 05. 15","0",
"경남","신규","2020. 05. 16","0",
"경남","신규","2020. 05. 17","2",
"경남","신규","2020. 05. 18","0",
"경남","신규","2020. 05. 19","0",
"경남","신규","2020. 05. 20","0",
"경남","신규","2020. 05. 21","0",
"경남","신규","2020. 05. 22","1",
"경남","신규","2020. 05. 23","1",
"경남","신규","2020. 05. 24","0",
"경남","신규","2020. 05. 25","0",
"경남","신규","2020. 05. 26","0",
"경남","신규","2020. 05. 27","0",
"경남","신규","2020. 05. 28","0",
"경남","신규","2020. 05. 29","0",
"경남","신규","2020. 05. 30","0",
"경남","신규","2020. 05. 31","0",
"경남","신규","2020. 06. 01","0",
"경남","신규","2020. 06. 02","0",
"경남","신규","2020. 06. 03","0",
"경남","신규","2020. 06. 04","0",
"경남","신규","2020. 06. 05","0",
"경남","신규","2020. 06. 06","1",
"경남","신규","2020. 06. 07","0",
"경남","신규","2020. 06. 08","0",
"경남","신규","2020. 06. 09","1",
"경남","신규","2020. 06. 10","2",
"경남","신규","2020. 06. 11","0",
"경남","신규","2020. 06. 12","0",
"경남","신규","2020. 06. 13","0",
"경남","신규","2020. 06. 14","0",
"경남","신규","2020. 06. 15","3",
"경남","신규","2020. 06. 16","2",
"경남","신규","2020. 06. 17","0",
"경남","신규","2020. 06. 18","0",
"경남","신규","2020. 06. 19","0",
"경남","신규","2020. 06. 20","0",
"경남","신규","2020. 06. 21","1",
"경남","신규","2020. 06. 22","0",
"경남","신규","2020. 06. 23","0",
"경남","신규","2020. 06. 24","0",
"경남","신규","2020. 06. 25","0",
"경남","신규","2020. 06. 26","0",
"경남","신규","2020. 06. 27","0",
"경남","신규","2020. 06. 28","0",
"경남","신규","2020. 06. 29","1",
"경남","신규","2020. 06. 30","0",
"경남","신규","2020. 07. 01","0",
"경남","신규","2020. 07. 02","0",
"경남","신규","2020. 07. 03","2",
"경남","신규","2020. 07. 04","1",
"경남","신규","2020. 07. 05","0",
"경남","신규","2020. 07. 06","1",
"경남","신규","2020. 07. 07","0",
"경남","신규","2020. 07. 08","2",
"경남","신규","2020. 07. 09","2",
"경남","신규","2020. 07. 10","3",
"경남","신규","2020. 07. 11","0",
"경남","신규","2020. 07. 12","1",
"경남","신규","2020. 07. 13","2",
"경남","신규","2020. 07. 14","0",
"경남","신규","2020. 07. 15","0",
"경남","신규","2020. 07. 16","1",
"경남","신규","2020. 07. 17","2",
"경남","신규","2020. 07. 18","2",
"경남","신규","2020. 07. 19","0",
"경남","신규","2020. 07. 20","2",
"경남","신규","2020. 07. 21","0",
"경남","신규","2020. 07. 22","1",
"경남","신규","2020. 07. 23","0",
"경남","신규","2020. 07. 24","2",
"경남","신규","2020. 07. 25","0",
"경남","신규","2020. 07. 26","0",
"경남","신규","2020. 07. 27","0",
"경남","신규","2020. 07. 28","0",
"경남","신규","2020. 07. 29","0",
"경남","신규","2020. 07. 30","1",
"경남","신규","2020. 07. 31","0",
"경남","신규","2020. 08. 01","0",
"경남","신규","2020. 08. 02","0",
"경남","신규","2020. 08. 03","2",
"경남","신규","2020. 08. 04","0",
"경남","신규","2020. 08. 05","4",
"경남","신규","2020. 08. 06","1",
"경남","신규","2020. 08. 07","0",
"경남","신규","2020. 08. 08","0",
"경남","신규","2020. 08. 09","0",
"경남","신규","2020. 08. 10","0",
"경남","신규","2020. 08. 11","0",
"경남","신규","2020. 08. 12","0",
"경남","신규","2020. 08. 13","1",
"경남","신규","2020. 08. 14","0",
"경남","신규","2020. 08. 15","1",
"경남","신규","2020. 08. 16","2",
"경남","신규","2020. 08. 17","0",
"경남","신규","2020. 08. 18","0",
"경남","신규","2020. 08. 19","1",
"경남","신규","2020. 08. 20","3",
"경남","신규","2020. 08. 21","4",
"경남","신규","2020. 08. 22","9",
"경남","신규","2020. 08. 23","9",
"경남","신규","2020. 08. 24","1",
"경남","신규","2020. 08. 25","2",
"경남","신규","2020. 08. 26","5",
"경남","신규","2020. 08. 27","8",
"경남","신규","2020. 08. 28","4",
"경남","신규","2020. 08. 29","12",
"경남","신규","2020. 08. 30","7",
"경남","신규","2020. 08. 31","1",
"경남","신규","2020. 09. 01","3",
"경남","신규","2020. 09. 02","1",
"경남","신규","2020. 09. 03","0",
"경남","신규","2020. 09. 04","3",
"경남","신규","2020. 09. 05","8",
"경남","신규","2020. 09. 06","6",
"경남","신규","2020. 09. 07","3",
"경남","신규","2020. 09. 08","0",
"경남","신규","2020. 09. 09","1",
"경남","신규","2020. 09. 10","1",
"경남","신규","2020. 09. 11","0",
"경남","신규","2020. 09. 12","3",
"경남","신규","2020. 09. 13","3",
"경남","신규","2020. 09. 14","1",
"경남","신규","2020. 09. 15","2",
"경남","신규","2020. 09. 16","3",
"경남","신규","2020. 09. 17","3",
"경남","신규","2020. 09. 18","4",
"경남","신규","2020. 09. 19","1",
"경남","신규","2020. 09. 20","1",
"경남","신규","2020. 09. 21","2",
"경남","신규","2020. 09. 22","1",
"경남","신규","2020. 09. 23","0",
"경남","신규","2020. 09. 24","1",
"경남","신규","2020. 09. 25","1",
"경남","신규","2020. 09. 26","1",
"경남","신규","2020. 09. 27","1",
"경남","신규","2020. 09. 28","1",
"경남","신규","2020. 09. 29","0",
"경남","신규","2020. 09. 30","0",
"경남","신규","2020. 10. 01","0",
"경남","신규","2020. 10. 02","0",
"경남","신규","2020. 10. 03","0",
"경남","신규","2020. 10. 04","0",
"경남","신규","2020. 10. 05","1",
"경남","신규","2020. 10. 06","0",
"경남","신규","2020. 10. 07","0",
"경남","신규","2020. 10. 08","3",
"경남","신규","2020. 10. 09","1",
"경남","신규","2020. 10. 10","0",
"경남","신규","2020. 10. 11","0",
"경남","신규","2020. 10. 12","1",
"경남","신규","2020. 10. 13","0",
"경남","신규","2020. 10. 14","0",
"경남","신규","2020. 10. 15","0",
"경남","신규","2020. 10. 16","0",
"경남","신규","2020. 10. 17","2",
"경남","신규","2020. 10. 18","0",
"경남","신규","2020. 10. 19","1",
"경남","신규","2020. 10. 20","1",
"경남","신규","2020. 10. 21","0",
"경남","신규","2020. 10. 22","0",
"경남","신규","2020. 10. 23","0",
"경남","신규","2020. 10. 24","0",
"경남","신규","2020. 10. 25","2",
"경남","신규","2020. 10. 26","3",
"경남","신규","2020. 10. 27","5",
"경남","신규","2020. 10. 28","3",
"경남","신규","2020. 10. 29","0",
"경남","신규","2020. 10. 30","1",
"경남","신규","2020. 10. 31","1",
"경남","신규","2020. 11. 01","2",
"경남","신규","2020. 11. 02","1",
"경남","신규","2020. 11. 03","1",
"경남","신규","2020. 11. 04","0",
"경남","신규","2020. 11. 05","5",
"경남","신규","2020. 11. 06","13",
"경남","신규","2020. 11. 07","5",
"경남","신규","2020. 11. 08","10",
"경남","신규","2020. 11. 09","4",
"경남","신규","2020. 11. 10","2",
"경남","신규","2020. 11. 11","11",
"경남","신규","2020. 11. 12","4",
"경남","신규","2020. 11. 13","3",
"경남","신규","2020. 11. 14","4",
"경남","신규","2020. 11. 15","3",
"경남","신규","2020. 11. 16","4",
"경남","신규","2020. 11. 17","3",
"경남","신규","2020. 11. 18","9",
"경남","신규","2020. 11. 19","28",
"경남","신규","2020. 11. 20","18",
"경남","신규","2020. 11. 21","11",
"경남","신규","2020. 11. 22","19",
"경남","신규","2020. 11. 23","2",
"경남","신규","2020. 11. 24","3",
"경남","신규","2020. 11. 25","11",
"경남","신규","2020. 11. 26","45",
"경남","신규","2020. 11. 27","39",
"경남","신규","2020. 11. 28","14",
"경남","신규","2020. 11. 29","15",
"경남","신규","2020. 11. 30","20",
"경남","신규","2020. 12. 01","11",
"경남","신규","2020. 12. 02","7",
"경남","신규","2020. 12. 03","13",
"경남","신규","2020. 12. 04","16",
"경남","신규","2020. 12. 05","27",
"경남","신규","2020. 12. 06","16",
"경남","신규","2020. 12. 07","16",
"경남","신규","2020. 12. 08","13",
"경남","신규","2020. 12. 09","31",
"경남","신규","2020. 12. 10","16",
"경남","신규","2020. 12. 11","12",
"경남","신규","2020. 12. 12","17",
"경남","신규","2020. 12. 13","24",
"경남","신규","2020. 12. 14","28",
"경남","신규","2020. 12. 15","16",
"경남","신규","2020. 12. 16","19",
"경남","신규","2020. 12. 17","30",
"경남","신규","2020. 12. 18","44",
"경남","신규","2020. 12. 19","32",
"경남","신규","2020. 12. 20","51",
"경남","신규","2020. 12. 21","15",
"경남","신규","2020. 12. 22","18",
"경남","신규","2020. 12. 23","29",
"경남","신규","2020. 12. 24","21",
"경남","신규","2020. 12. 25","15",
"경남","신규","2020. 12. 26","22",
"경남","신규","2020. 12. 27","44",
"경남","신규","2020. 12. 28","25",
"경남","신규","2020. 12. 29","16",
"경남","신규","2020. 12. 30","36",
"경남","신규","2020. 12. 31","22",
"경남","신규","2021. 01. 01","35",
"경남","신규","2021. 01. 02","37",
"경남","신규","2021. 01. 03","12",
"경남","신규","2021. 01. 04","33",
"경남","신규","2021. 01. 05","21",
"경남","신규","2021. 01. 06","29",
"경남","신규","2021. 01. 07","20",
"경남","신규","2021. 01. 08","22",
"경남","신규","2021. 01. 09","26",
"경남","신규","2021. 01. 10","19",
"경남","신규","2021. 01. 11","13",
"경남","신규","2021. 01. 12","55",
"경남","신규","2021. 01. 13","42",
"경남","신규","2021. 01. 14","16",
"경남","신규","2021. 01. 15","22",
"경남","신규","2021. 01. 16","20",
"경남","신규","2021. 01. 17","18",
"경남","신규","2021. 01. 18","22",
"경남","신규","2021. 01. 19","11",
"경남","신규","2021. 01. 20","19",
"경남","신규","2021. 01. 21","16",
"경남","신규","2021. 01. 22","21",
"경남","신규","2021. 01. 23","32",
"경남","신규","2021. 01. 24","17",
"경남","신규","2021. 01. 25","11",
"경남","신규","2021. 01. 26","12",
"경남","신규","2021. 01. 27","21",
"경남","신규","2021. 01. 28","19",
"경남","신규","2021. 01. 29","15",
"경남","신규","2021. 01. 30","12",
"경남","신규","2021. 01. 31","18",
"경남","신규","2021. 02. 01","4",
"경남","신규","2021. 02. 02","11",
"경남","신규","2021. 02. 03","8",
"경남","신규","2021. 02. 04","8",
"경남","신규","2021. 02. 05","6",
"경남","신규","2021. 02. 06","12",
"경남","신규","2021. 02. 07","4",
"경남","신규","2021. 02. 08","4",
"경남","신규","2021. 02. 09","7",
"제주","신규","2020. 04. 09","0",
"제주","신규","2020. 04. 10","0",
"제주","신규","2020. 04. 11","0",
"제주","신규","2020. 04. 12","0",
"제주","신규","2020. 04. 13","0",
"제주","신규","2020. 04. 14","0",
"제주","신규","2020. 04. 15","1",
"제주","신규","2020. 04. 16","0",
"제주","신규","2020. 04. 17","0",
"제주","신규","2020. 04. 18","0",
"제주","신규","2020. 04. 19","0",
"제주","신규","2020. 04. 20","0",
"제주","신규","2020. 04. 21","0",
"제주","신규","2020. 04. 22","0",
"제주","신규","2020. 04. 23","0",
"제주","신규","2020. 04. 24","0",
"제주","신규","2020. 04. 25","0",
